snapshot_date,signal_price_date,baostock_code,symbol,stock_name,industry,close,target_snapshot_date_1m,forward_return_1m,turnover_stability_component,low_risk_component,long_momentum_component,value_component,short_reversal_component,fixed_equal_weight_score,fixed_equal_weight_rank,walk_forward_score,walk_forward_rank,model_ready,active_component_weight_sum,selection_status,selection_reason,target_weight,portfolio_position,industry_position_number,invested_weight
2022-02-28,2022-02-28,sh.601138,601138.SS,工业富联,C39计算机、通信和其他电子设备制造业,9.7076012600,2022-03-31 00:00:00,-0.0913160251,1.1785723651,2.4916089935,-0.6036642458,1.9378034953,0.6627456285,2.1352792418,7,1.8928421474,9.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,8,1,0.0500000000
2022-02-28,2022-02-28,sh.600690,600690.SS,海尔智家,C38电气机械和器材制造业,21.6691254700,2022-03-31 00:00:00,-0.0937622597,1.0219688445,1.7148833172,-1.1310792940,1.3470473982,1.9211227605,1.8364403971,12,1.8904190420,10.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,9,2,0.0500000000
2022-02-28,2022-02-28,sh.600332,600332.SS,白云山,C27医药制造业,26.0336001600,2022-03-31 00:00:00,0.0527022491,1.0023966278,1.5374451893,1.0693009133,1.9639080897,0.3016123197,2.2134991425,5,1.7046781619,12.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,10,1,0.0500000000
2022-02-28,2022-02-28,sz.300498,300498.SZ,温氏股份,A03畜牧业,18.0599212500,2022-03-31 00:00:00,0.1313494100,1.8439487204,0.9642396311,1.0471636359,-0.0679004124,0.0260929633,1.4368955912,21,1.6352622039,13.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,11,1,0.0500000000
2022-02-28,2022-02-28,sh.601216,601216.SS,君正集团,C26化学原料和化学制品制造业,3.7885369500,2022-03-31 00:00:00,-0.0727272727,1.2225445590,1.1079365448,0.0384277371,1.5247116418,0.7838052011,1.7623951355,13,1.5913879953,14.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,12,1,0.0500000000
2022-02-28,2022-02-28,sh.601231,601231.SS,环旭电子,C39计算机、通信和其他电子设备制造业,12.7013671100,2022-03-31 00:00:00,-0.1336669049,1.7289195168,0.5090730323,-0.4509016430,1.3335927757,0.7782558580,1.4690713531,20,1.5221857275,15.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,13,2,0.0500000000
2022-02-28,2022-02-28,sh.600352,600352.SS,浙江龙盛,C26化学原料和化学制品制造业,10.2752232000,2022-03-31 00:00:00,-0.1138211382,0.8059826624,1.3984508998,-0.2103706123,1.5625288598,1.0189434010,1.7240040875,14,1.5073408018,16.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,14,2,0.0500000000
2022-02-28,2022-02-28,sz.002252,002252.SZ,上海莱士,C27医药制造业,6.4632139600,2022-03-31 00:00:00,-0.1032934132,0.7300613119,1.5981787382,0.4389768708,1.3061800985,0.4962786081,1.7217962703,15,1.4372627115,17.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,15,2,0.0500000000
2022-02-28,2022-02-28,sh.600161,600161.SS,天坛生物,C27医药制造业,18.4571788500,2022-03-31 00:00:00,-0.0969630443,1.1923464881,1.5218494419,-0.3724454208,-0.1479286450,0.6283431531,1.0633562635,35,1.3791121110,18.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,16,3,0.0500000000
2022-02-28,2022-02-28,sz.000800,000800.SZ,一汽解放,C36汽车制造业,8.4462543300,2022-03-31 00:00:00,-0.0699677072,1.0154021505,1.2991970252,0.1698611706,0.9592907672,0.3600905862,1.4332396837,22,1.3303009187,23.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,17,1,0.0500000000
2022-02-28,2022-02-28,sz.002032,002032.SZ,苏泊尔,C38电气机械和器材制造业,38.6034691900,2022-03-31 00:00:00,-0.0106782677,1.5379089340,0.7573379613,-1.3651580976,0.6289580347,0.9351914392,0.9397975925,40,1.2768885091,26.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,18,3,0.0500000000
2022-02-28,2022-02-28,sh.601360,601360.SS,三六零,I64互联网和相关服务,9.9136951200,2022-03-31 00:00:00,-0.0458891013,1.7013345741,1.4619868540,-0.3916674506,0.0597518963,-0.6300817195,0.8294312392,49,1.1099490442,32.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,19,1,0.0500000000
2022-02-28,2022-02-28,sh.600183,600183.SS,生益科技,C39计算机、通信和其他电子设备制造业,17.1526679900,2022-03-31 00:00:00,-0.1703551209,0.5128818825,1.3699030385,-0.0355962473,1.0459778249,0.2945897182,1.2011064268,28,1.0039830776,37.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,20,3,0.0500000000
2022-03-31,2022-03-31,sh.603260,603260.SS,合盛硅业,C26化学原料和化学制品制造业,99.4937898500,2022-04-30 00:00:00,-0.2408982322,0.5028468054,-0.3196012431,4.1286379767,-0.9029239566,3.9394054700,3.0914666167,1,3.5192002164,1.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,1,1,0.0500000000
2022-03-31,2022-03-31,sz.300498,300498.SZ,温氏股份,A03畜牧业,20.4320812500,2022-04-30 00:00:00,-0.1537414966,1.6244366169,0.9771163252,1.2266345200,-0.0970383035,1.8007816575,2.3272904001,2,2.6078735225,2.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,2,1,0.0500000000
2022-03-31,2022-03-31,sh.600848,600848.SS,上海临港,K70房地产业,12.6622230000,2022-04-30 00:00:00,-0.0957446809,1.6313342809,2.2796526409,0.3099395716,-1.4290990463,1.1554456113,1.6606228460,8,2.2593315882,3.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,3,1,0.0500000000
2022-03-31,2022-03-31,sh.603882,603882.SS,金域医学,Q84卫生,65.2233796500,2022-04-30 00:00:00,0.1072838666,2.0772781035,0.3702284109,0.0681628854,1.0766591675,1.2402190543,2.0330589919,4,2.0980382156,4.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,4,1,0.0500000000
2022-03-31,2022-03-31,sh.600111,600111.SS,北方稀土,C32有色金属冶炼和压延加工业,37.6803782700,2022-04-30 00:00:00,-0.1820294345,0.7267611706,1.6027818331,1.8952811461,-1.0812160131,0.7652876621,1.6444774835,9,1.9112004676,5.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,5,1,0.0500000000
2022-03-31,2022-03-31,sh.601865,601865.SS,福莱特,C30非金属矿物制品业,42.5365650000,2022-04-30 00:00:00,-0.0977777778,0.4137875571,-1.3793532692,2.7296827392,-1.7132043943,2.6528190253,1.1374633816,32,1.8265901743,6.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,6,1,0.0500000000
2022-03-31,2022-03-31,sh.600161,600161.SS,天坛生物,C27医药制造业,16.6675146000,2022-04-30 00:00:00,-0.2005672609,1.4605172480,0.9144851225,0.0424975667,-0.0123128589,0.8389576674,1.3648158617,15,1.5944857528,7.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,7,1,0.0500000000
2022-03-31,2022-03-31,sz.002311,002311.SZ,海大集团,C13农副食品加工业,51.1406127000,2022-04-30 00:00:00,0.1234972678,1.0028611259,0.7779164448,0.3068885833,-0.7846884886,1.4517133671,1.1589020558,31,1.5939604358,8.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,8,1,0.0500000000
2022-03-31,2022-03-31,sh.688599,688599.SS,天合光能,C38电气机械和器材制造业,56.1602665000,2022-04-30 00:00:00,-0.1375212224,-0.5286645047,-1.0067077273,3.5164377745,-0.9071282820,2.1280201760,1.3470676065,18,1.5480642966,9.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,9,1,0.0500000000
2022-03-31,2022-03-31,sh.601877,601877.SS,正泰电器,C38电气机械和器材制造业,35.7899775200,2022-04-30 00:00:00,-0.1740778171,0.7855375087,-0.1749427713,0.3261369778,1.5577377822,1.6560173382,1.7461151431,7,1.5408246442,10.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,10,2,0.0500000000
2022-03-31,2022-03-31,sz.002252,002252.SZ,上海莱士,C27医药制造业,5.7956065300,2022-04-30 00:00:00,-0.0984974958,1.2023018363,1.7480927521,-0.0070437322,1.4938673080,0.0374156610,1.8824841980,5,1.5219895836,11.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,11,2,0.0500000000
2022-03-31,2022-03-31,sh.600383,600383.SS,金地集团,K70房地产业,13.2144406800,2022-04-30 00:00:00,0.0000000000,0.0050343450,-0.1776579313,0.7079260864,0.4569858546,2.4214379328,1.4361590341,14,1.4846459913,12.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,12,2,0.0500000000
2022-03-31,2022-03-31,sz.000425,000425.SZ,徐工机械,C35专用设备制造业,4.4674138500,2022-04-30 00:00:00,-0.0368932039,1.4321530678,2.0474922245,-0.4640810428,3.0245656006,-0.6911850468,2.2503079495,3,1.4253561480,13.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,13,1,0.0500000000
2022-03-31,2022-03-31,sh.601186,601186.SS,中国铁建,E48土木工程建筑业,6.3737864200,2022-04-30 00:00:00,0.0992167102,1.3693843693,1.6903163585,-0.6682456471,0.9852975052,0.2687144944,1.5336526833,11,1.4131900832,14.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,14,1,0.0500000000
2022-03-31,2022-03-31,sz.300316,300316.SZ,晶盛机电,C35专用设备制造业,57.0628200000,2022-04-30 00:00:00,-0.1575000000,0.5553713554,0.1582974543,2.8010683385,-0.8853157533,0.2263037640,1.2014072425,27,1.3591433513,16.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,15,2,0.0500000000
2022-03-31,2022-03-31,sh.601360,601360.SS,三六零,I64互联网和相关服务,9.4587645600,2022-04-30 00:00:00,-0.1793587174,0.8349150586,1.8489620132,-0.1206346035,0.1367558174,0.0630943553,1.1624366233,30,1.1491077935,25.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,16,1,0.0500000000
2022-03-31,2022-03-31,sz.002044,002044.SZ,美年健康,Q84卫生,5.8351169800,2022-04-30 00:00:00,-0.1511035654,1.1042404772,1.0992064317,-0.3824047724,1.2278516565,0.1820600871,1.3592664476,16,1.1374206655,26.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,17,2,0.0500000000
2022-03-31,2022-03-31,sz.000157,000157.SZ,中联重科,C35专用设备制造业,5.2594112000,2022-04-30 00:00:00,-0.1265060241,1.3054978291,1.9008913215,-1.3535425427,2.8632270575,-0.5369680572,1.7581550975,6,1.0445423410,33.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,18,3,0.0500000000
2022-03-31,2022-03-31,sh.601216,601216.SS,君正集团,C26化学原料和化学制品制造业,3.5130069900,2022-04-30 00:00:00,-0.0479302832,1.4103906474,1.5539919309,-0.2512766344,1.2403733496,-0.8654935364,1.2991195746,20,0.9875790969,37.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,19,2,0.0500000000
2022-03-31,2022-03-31,sh.600332,600332.SS,白云山,C27医药制造业,27.4056294400,2022-04-30 00:00:00,-0.0742984694,1.2751742014,1.0718696284,0.5667634780,1.9353176211,-1.1330291905,1.5633662505,10,0.9787956196,39.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,20,3,0.0500000000
2022-04-30,2022-04-29,sh.601360,601360.SS,三六零,I64互联网和相关服务,7.7622526800,2022-05-31 00:00:00,0.0109890110,2.4616418470,1.5870231927,-0.3481276614,-0.3683124464,2.3875927928,2.3456670845,2,2.9799739239,1.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,1,1,0.0500000000
2022-04-30,2022-04-29,sz.002602,002602.SZ,世纪华通,I64互联网和相关服务,4.7406886800,2022-05-31 00:00:00,-0.0252100840,1.2987101559,-0.0837281396,0.4555167219,1.6676584070,3.0003529490,2.5993895625,1,2.5728808049,2.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,2,2,0.0500000000
2022-04-30,2022-04-29,sh.601600,601600.SS,中国铝业,C32有色金属冶炼和压延加工业,4.3792523600,2022-05-31 00:00:00,0.0819327731,1.8573243698,-0.0161841605,-0.4390198353,1.0537189831,2.4687971815,2.0195674736,7,2.2300708294,3.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,3,1,0.0500000000
2022-04-30,2022-04-29,sh.603260,603260.SS,合盛硅业,C26化学原料和化学制品制造业,75.5259117600,2022-05-31 00:00:00,0.1722054381,0.6901165264,-0.5541087556,4.0947498873,0.0134932236,0.8246366228,2.0787240341,5,2.1657830771,4.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,4,1,0.0500000000
2022-04-30,2022-04-29,sh.600655,600655.SS,豫园股份,F52零售业,7.7065426500,2022-05-31 00:00:00,0.1123470523,1.3161528349,0.5174980795,0.4811609338,1.2907090399,1.5797943756,2.1264704441,4,2.0871893811,5.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,5,1,0.0500000000
2022-04-30,2022-04-29,sh.600332,600332.SS,白云山,C27医药制造业,25.3694331200,2022-05-31 00:00:00,0.0661384774,0.9938069604,1.9789051491,1.0870192264,1.8350453289,-0.6951234870,2.1323503470,3,1.6845367936,6.0000000000,1,1.0000000000,RETAINED,RANK_WITHIN_EXIT_BUFFER,0.0500000000,6,1,0.0500000000
2022-04-30,2022-04-29,sh.600362,600362.SS,江西铜业,C32有色金属冶炼和压延加工业,15.3530460400,2022-05-31 00:00:00,0.0283768445,1.9144047498,1.0528069104,-2.2956915124,1.9989240095,1.4362463075,1.6841321024,15,1.5972724329,7.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,7,2,0.0500000000
2022-04-30,2022-04-29,sh.601138,601138.SS,工业富联,C39计算机、通信和其他电子设备制造业,8.2736225600,2022-05-31 00:00:00,-0.0115546218,0.8220495044,2.2798412272,-0.9199745920,1.8711590226,0.6462408417,1.9271647106,8,1.5726813109,8.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,8,1,0.0500000000
2022-04-30,2022-04-29,sz.000651,000651.SZ,格力电器,C38电气机械和器材制造业,22.8053342600,2022-05-31 00:00:00,0.0307593720,0.9410004792,2.4500051734,-2.4259445904,2.1642726225,1.4347203845,1.8716945046,9,1.5445144633,9.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,9,1,0.0500000000
2022-04-30,2022-04-29,sz.002001,002001.SZ,新和成,C27医药制造业,19.2328529600,2022-05-31 00:00:00,-0.0450695267,0.6408933112,0.2468046304,0.6971478790,0.9396167877,1.3524719263,1.5899104070,16,1.5182034071,10.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,10,2,0.0500000000
2022-04-30,2022-04-29,sz.002916,002916.SZ,深南电路,C39计算机、通信和其他电子设备制造业,69.5506460600,2022-05-31 00:00:00,-0.0242509501,1.0205240358,1.0039081458,1.0604686881,-0.2886663651,0.3083758705,1.2731843422,23,1.4873034466,11.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,11,2,0.0500000000
2022-04-30,2022-04-29,sh.600104,600104.SS,上汽集团,C36汽车制造业,14.1383033000,2022-05-31 00:00:00,0.0777429467,0.4321975113,1.8901070939,-0.4920540372,1.9033877615,0.8115618626,1.8639626290,10,1.4485161366,12.0000000000,1,1.0000000000,NEW_ENTRY,RANK_WITHIN_ENTRY_LIMIT,0.0500000000,12,1,0.0500000000
