date,method,rolling_12m_return_percent,rolling_12m_volatility_percent,rolling_12m_sharpe_ratio,rolling_12m_maximum_drawdown_percent
2026-07-02,Walk-Forward Portfolio After Costs,5.184015051386304,15.125802709036654,0.2786572027092914,-17.655631177202793
2026-07-03,Walk-Forward Portfolio After Costs,7.43488529737939,15.116091545774607,0.41884779069604333,-17.655631177202793
2026-07-06,Walk-Forward Portfolio After Costs,8.540594066100994,15.145340712527616,0.48595859705019806,-17.655631177202793
2026-07-07,Walk-Forward Portfolio After Costs,7.202022837049338,15.183876109719119,0.4033573898147759,-17.655631177202793
2026-07-08,Walk-Forward Portfolio After Costs,6.180770470096308,15.141822683109027,0.3408261540088797,-17.655631177202793
2026-07-09,Walk-Forward Portfolio After Costs,5.169681283129934,15.125960304983858,0.2777544337817949,-17.655631177202793
2026-07-10,Walk-Forward Portfolio After Costs,6.651109507202713,15.163976580786837,0.3697018824903101,-17.655631177202793
2026-07-13,Walk-Forward Portfolio After Costs,4.6816802244409095,15.243788199690322,0.2462644125144281,-17.655631177202793
2026-07-14,Walk-Forward Portfolio After Costs,5.341486078770408,15.264722354168455,0.2873052318515835,-17.655631177202793
2026-07-15,Walk-Forward Portfolio After Costs,7.8813060520961375,15.442322114134216,0.4400578408920338,-17.655631177202793
2026-07-16,Walk-Forward Portfolio After Costs,7.574042572432149,15.439229091321552,0.42163504536824603,-17.655631177202793
2026-07-17,Walk-Forward Portfolio After Costs,6.5699651542149295,15.467707482866638,0.3604971933578127,-17.655631177202793
2026-07-20,Walk-Forward Portfolio After Costs,9.793688685851333,15.767420040235395,0.545615482400755,-17.655631177202793
2026-07-21,Walk-Forward Portfolio After Costs,10.396766163293725,15.768976152322804,0.5803297966173393,-17.655631177202793
2026-07-22,Walk-Forward Portfolio After Costs,9.966539681130172,15.748963475259828,0.5560652970680976,-17.655631177202793
2026-07-23,Walk-Forward Portfolio After Costs,11.366641464352112,15.765373485279891,0.6359345171488768,-17.655631177202793
2026-07-24,Walk-Forward Portfolio After Costs,8.956029881073047,15.902037006545457,0.49416946488351016,-17.655631177202793
2026-07-27,Walk-Forward Portfolio After Costs,9.720552846670438,15.925763632200002,0.5375911954037109,-17.655631177202793
2026-07-28,Walk-Forward Portfolio After Costs,9.915275175796756,15.931077321951923,0.5485992851231896,-17.655631177202793
2026-07-29,Walk-Forward Portfolio After Costs,12.295542753559996,16.008666178401054,0.6805936836770904,-17.655631177202793
2026-07-30,Walk-Forward Portfolio After Costs,14.349507770785896,16.090128888377407,0.790659107577288,-17.655631177202793
2026-07-31,Walk-Forward Portfolio After Costs,14.134974829731139,16.085947176173395,0.7791423700995586,-17.655631177202793
