number_of_executed_trades,number_of_rebalances,number_of_buy_trades,number_of_sell_trades,gross_buy_value,gross_sell_value,gross_trade_value,average_portfolio_value,total_one_way_turnover_percent,average_monthly_one_way_turnover_percent,annualized_one_way_turnover_percent,commission,stamp_duty,transfer_fee,slippage_cost,total_transaction_cost,total_cost_percent_of_initial
1121,57,643,478,18234927.0,17294391.07395757,35529318.07395756,1034611.7609292918,1717.036255321755,30.73470322194235,368.8164386633082,12454.0811621759,12297.53555018,381.97153067960005,17764.659036978403,42898.2472800139,4.28982472800139
