snapshot_date,signal_price_date,baostock_code,symbol,stock_name,industry,close,momentum_20,momentum_60,momentum_120,momentum_12_1,reversal_5_score,volatility_20,downside_volatility_60,drawdown_60,trend_60,liquidity_amount_20,turnover_20,turnover_stability_20,amihud_liquidity_score_20,value_pe_score,value_pb_score,value_ps_score,value_pcf_score,log_float_market_cap
2020-03-31,2020-03-31,sh.600436,600436.SS,片仔癀,C27医药制造业,117.3549861000,-0.0285267683,0.1494359164,0.2292325949,0.1830439209,-0.0388633514,0.3015685418,0.2070041508,-0.0844811078,0.0164654316,6.2558712770,0.7031950000,-0.1741148788,-0.0028870024,-3.9994603117,-2.4801625811,-2.5689986863,-3.6102989103,24.9717875215
2020-03-31,2020-03-31,sh.600438,600438.SS,通威股份,C38电气机械和器材制造业,9.8582948100,-0.3414634146,-0.1069230769,-0.1013931889,0.4426771655,0.0135938828,0.6622764074,0.4197043606,-0.4162895928,-0.2303102625,7.3925465598,2.9527100000,-1.1381658606,-0.0021861832,-2.9508786734,-1.1132552224,-0.3762415630,-4.5327861209,24.5976128273
2020-03-31,2020-03-31,sh.600482,600482.SS,中国动力,C37铁路、船舶、航空航天和其他运输设备制造业,16.0794948000,-0.0418818130,-0.1691542289,-0.2694663167,-0.2824207493,-0.0529634300,0.4119014712,0.3008510701,-0.2254174397,-0.0795770831,4.4197218266,0.5614350000,-0.2848963658,-0.0224841355,-3.2862403740,-0.0785745535,0.1066735996,,23.3480095070
2020-03-31,2020-03-31,sh.600487,600487.SS,亨通光电,C38电气机械和器材制造业,15.4416095200,-0.0812038614,0.0156936598,0.0398457584,-0.1911623525,0.1220835594,0.7692112642,0.3668046943,-0.2512725590,-0.0719993882,7.8159283117,6.8268050000,-3.4458336655,-0.0017662927,-2.9748843071,-0.8796047556,0.0845921239,-3.4823738464,24.2338727750
2020-03-31,2020-03-31,sh.600489,600489.SS,中金黄金,B09有色金属矿采选业,6.9862312800,-0.0230024213,-0.0253623188,-0.0850340136,-0.0307379753,0.0110294118,0.4640662591,0.2591212908,-0.1523109244,-0.0256957160,5.9536764894,1.3753800000,-0.5619555214,-0.0055471910,-5.3321390069,-0.7101380153,0.2600500443,-2.9472155945,23.9157699772
2020-03-31,2020-03-31,sh.600498,600498.SS,烽火通信,C39计算机、通信和其他电子设备制造业,31.5365808800,0.0012121212,0.2191881919,0.2023289665,0.0510153514,0.1571428571,0.8012603678,0.3644926063,-0.2009673519,0.0969880418,8.0813264683,7.8890400000,-2.3303482029,-0.0012057217,-3.8393061514,-1.3278002026,-0.4512456686,,24.3995296483
2020-03-31,2020-03-31,sh.600516,600516.SS,方大炭素,C30非金属矿物制品业,5.9600823200,-0.1542803387,-0.2691056911,-0.2316239316,-0.3321414414,0.0153340635,0.3415121662,0.3178542888,-0.2865079365,-0.1593416869,6.0515850370,1.5784450000,-0.6531009791,-0.0045157399,-2.0971368030,-0.4947035589,-1.1030471070,-1.8397631337,23.5369525282
2020-03-31,2020-03-31,sh.600519,600519.SS,贵州茅台,C15酒、饮料和精制茶制造业,940.3315130000,-0.0017969452,-0.0447119518,-0.0542668653,0.4250163093,-0.0520833333,0.4317930209,0.2107104896,-0.0630797774,0.0187291194,8.6326214887,0.4139450000,-0.1530464548,-0.0004240469,-3.5293659743,-2.4107280341,-2.7898000661,-4.3212127418,27.7672194924
2020-03-31,2020-03-31,sh.600522,600522.SS,中天科技,C38电气机械和器材制造业,8.9526279500,0.0677777778,0.1719512195,0.1033295063,-0.1060246928,0.1239744758,0.8010867410,0.3479645566,-0.2004991681,0.0597901005,7.7957425618,7.3815500000,-3.0449875287,-0.0018044684,-2.7328566934,-0.3845893853,0.2917838064,-3.3030181300,24.1472224101
2020-03-31,2020-03-31,sh.600535,600535.SS,天士力,C27医药制造业,11.5501755600,-0.1066580478,-0.0859788360,-0.1118251928,-0.3261231340,-0.0007241130,0.2439792915,0.1760803113,-0.1861012956,-0.1036547795,5.3163230570,0.9214600000,-0.2267084922,-0.0068988217,-2.7713450117,-0.6311967740,-0.0925591264,,23.6099004504
2020-03-31,2020-03-31,sh.600547,600547.SS,山东黄金,B09有色金属矿采选业,23.6141413800,-0.0066531675,0.0628288456,0.0085168869,0.5594809706,-0.0406060606,0.5642291704,0.2776423323,-0.1080519481,0.0111747471,7.5738662972,2.6543000000,-0.7180081469,-0.0013918567,-4.4133583062,-1.5271400638,-0.5303323249,,24.6658359845
2020-03-31,2020-03-31,sh.600566,600566.SS,济川药业,C27医药制造业,15.9363222400,-0.0723656369,-0.0588235294,-0.2196511214,-0.3283770060,-0.0498084291,0.3568453914,0.2347440353,-0.2066594282,-0.0858795074,5.1490444445,0.9455600000,-0.2219359448,-0.0112324990,-2.3984766492,-1.0903882303,-0.9454358563,-3.2423963557,23.2830872453
2020-03-31,2020-03-31,sh.600570,600570.SS,恒生电子,I65软件和信息技术服务业,36.0335502000,-0.1512166860,0.1628522291,0.1713752665,0.5998386748,-0.0073344029,0.5477384296,0.3478866635,-0.1619792163,-0.0257617125,7.4676135876,2.3776750000,-0.8445248797,-0.0014012363,-4.1722445605,-2.9193037186,-2.9768952659,,24.1039361220
2020-03-31,2020-03-31,sh.600583,600583.SS,海油工程,B11开采专业及辅助性活动,4.1609596800,-0.1943986820,-0.2819383260,-0.0961182994,0.0088649392,0.0297619048,0.5394096577,0.3446218475,-0.3895131086,-0.2486170867,5.1152625917,0.7137650000,-0.2245173754,-0.0163683969,-6.6518083108,0.0469909837,-0.3850841536,,23.6755253270
2020-03-31,2020-03-31,sh.600585,600585.SS,海螺水泥,C30非金属矿物制品业,39.8085378000,-0.0661016949,0.0594116516,0.3296332046,0.6979897066,-0.0082342177,0.4459548039,0.2331658879,-0.0863870005,0.0373261710,7.6960860439,1.0083000000,-0.2230819297,-0.0010626990,-2.1624145672,-0.7541072755,-0.6202861230,-3.1788631694,25.7944043939
2020-03-31,2020-03-31,sh.600588,600588.SS,用友网络,I65软件和信息技术服务业,30.5107646200,-0.2424639581,0.4373001776,0.2926517572,1.0072901275,-0.0052173913,0.6315341969,0.3737007642,-0.2424639581,0.0262914252,7.4362261192,1.5415450000,-0.5009081705,-0.0021672089,-4.4503228719,-2.6480948678,-2.4771658503,-4.4456211244,25.1171794421
2020-03-31,2020-03-31,sh.600606,600606.SS,绿地控股,E48土木工程建筑业,4.2738567200,-0.1217532468,-0.2055800294,-0.2337110482,-0.1581147611,-0.0188323917,0.3269851342,0.2495436590,-0.2358757062,-0.1232950709,5.7235117434,0.4355950000,-0.1199352697,-0.0062797075,-1.4889260820,0.1337897117,1.8591949826,-2.2181023345,24.7099210256
2020-03-31,2020-03-31,sh.600637,600637.SS,东方明珠,I63电信、广播电视和卫星传输服务,7.2154950000,-0.1776315789,-0.0426695842,-0.0509761388,-0.1403057587,0.0426695842,0.2417492727,0.3007844586,-0.2628475147,-0.1570733587,5.1811006846,0.5315150000,-0.1148771439,-0.0085504459,-2.8009701326,-0.0453146076,-0.8406400319,,24.0186530568
2020-03-31,2020-03-31,sh.600655,600655.SS,豫园股份,F52零售业,5.9038118500,0.0068870523,-0.0567741935,-0.1085365854,-0.1480193496,-0.0096685083,0.4389551168,0.2617269835,-0.1192771084,-0.0271493213,4.2304983698,0.5819050000,-0.1947883858,-0.0323230636,-2.1803332747,0.1000546169,0.4131092503,,22.9686919806
2020-03-31,2020-03-31,sh.600660,600660.SS,福耀玻璃,C30非金属矿物制品业,15.7481993200,-0.1831345826,-0.1565523307,-0.1153136531,-0.0203336500,-0.0229333333,0.5644269526,0.2728679609,-0.2676594120,-0.1793950285,6.1293825692,1.1065800000,-0.3827616004,-0.0057915716,-2.8094295625,-0.8342642912,-0.8241429863,-4.0177513814,24.2350599555
2020-03-31,2020-03-31,sh.600663,600663.SS,陆家嘴,K70房地产业,9.1531093200,-0.0672834315,-0.1680420105,-0.2061560487,-0.1743854383,-0.0221198157,0.2772284584,0.2470922480,-0.1863536317,-0.0880559172,3.9841605051,0.1547650000,-0.0687004043,-0.0273578435,-2.4986573409,-0.9038772018,-1.1080542395,,24.0299582346
2020-03-31,2020-03-31,sh.600674,600674.SS,川投能源,D44电力、热力生产和供应业,7.5371092000,-0.0032502709,-0.0515463918,-0.0612244898,-0.0261280588,-0.0395480226,0.2394530744,0.1897385136,-0.0697674419,0.0059592149,4.3472842468,0.1925850000,-0.0434094857,-0.0169085106,-2.6261043725,-0.4377406051,-3.8862062422,-3.2207380499,24.2109532785
2020-03-31,2020-03-31,sh.600690,600690.SS,海尔智家,C38电气机械和器材制造业,11.8319040000,-0.1836734694,-0.2596401028,-0.0631099545,0.0561709053,0.0150478796,0.4520806865,0.2786538437,-0.2800000000,-0.1865862040,6.6170437393,0.7484200000,-0.1705238295,-0.0034331095,-2.3482015596,-0.7675373272,0.7165857298,-4.3459016000,25.0814710693
2020-03-31,2020-03-31,sh.600703,600703.SS,三安光电,C39计算机、通信和其他电子设备制造业,18.7636679000,-0.2496081505,0.0207889126,0.3044959128,0.6704195065,0.1263686131,0.7322749933,0.4494739050,-0.3920634921,-0.1589811155,7.9791761397,3.1231350000,-0.7999407407,-0.0012510435,-4.0294434687,-1.2851856271,-2.3696950863,,25.2458346440
2020-03-31,2020-03-31,sh.600705,600705.SS,中航资本,Unknown,3.5018540100,-0.1088435374,-0.1656050955,-0.1533592474,-0.2399621946,0.0199501247,0.3440119984,0.2644055845,-0.2028397566,-0.1139668583,5.1344520649,0.4408950000,-0.2408591934,-0.0106499052,-2.4422613795,-0.2034598929,-0.7601472010,,24.2085517959
2020-03-31,2020-03-31,sh.600733,600733.SS,北汽蓝谷,C36汽车制造业,5.9900000000,-0.1255474453,0.0417391304,-0.0596546311,-0.2144495413,-0.1280602637,0.6849982226,0.3552210018,-0.1598877980,-0.0384975521,5.0999869666,1.5362100000,-0.4836570097,-0.0207280076,,-0.2063830760,0.1425952023,-1.8747403179,23.0598124309
2020-03-31,2020-03-31,sh.600741,600741.SS,华域汽车,C36汽车制造业,15.6809476800,-0.2315376382,-0.1486166008,-0.1028738026,0.4085168291,-0.0895295903,0.6622693293,0.3007074478,-0.2831946755,-0.1758283805,6.2619738383,0.7292800000,-0.2116195434,-0.0061722464,-2.3326299907,-0.3446898083,0.7514142087,-3.5319581229,24.6554926472
2020-03-31,2020-03-31,sh.600760,600760.SS,中航沈飞,C37铁路、船舶、航空航天和其他运输设备制造业,13.9169857400,-0.0103698583,-0.0817831944,-0.0925515055,-0.1402674591,-0.0426074290,0.5323858924,0.2852580028,-0.1458830549,-0.0212746562,6.2963019730,4.6535950000,-3.2188685716,-0.0047095987,-3.6416115208,-1.5496571220,-0.4946480699,-3.4356747797,22.4255016880
2020-03-31,2020-03-31,sh.600795,600795.SS,国电电力,D44电力、热力生产和供应业,1.6864407700,-0.0514018692,-0.1212121212,-0.1541666667,-0.2123309297,-0.0049504950,0.1281496111,0.2029172130,-0.1398305085,-0.0610545791,4.9997785746,0.3607600000,-0.1043515082,-0.0047582803,-3.3167916978,0.2897214840,0.5837548038,-2.7483739595,24.2337319900
2020-03-31,2020-03-31,sh.600809,600809.SS,山西汾酒,C15酒、饮料和精制茶制造业,56.2565385000,-0.0144262295,0.0238419619,0.1642137878,0.5805291975,-0.0719125163,0.6302578582,0.2977641197,-0.0997304582,0.0117975732,6.3943294737,0.7663050000,-0.3920413250,-0.0056075234,-3.6590605055,-2.3828904431,-1.8865534552,-3.5978197482,24.5999853171
2020-03-31,2020-03-23,sh.600816,600816.SS,安信信托,J69其他金融业,2.5000000000,-0.2537313433,-0.4186046512,-0.5088408644,-0.6214689266,0.1349480969,0.4885874941,0.4080863881,-0.4493392070,-0.2924194537,5.3162457540,1.2924050000,-0.3576923516,-0.0133226740,,-0.1180656624,,-4.5529569844,23.4977265893
2020-03-31,2020-03-31,sh.600837,600837.SS,海通证券,Unknown,11.4929042400,-0.1341874579,-0.1283095723,-0.1359353970,0.0941705265,0.0023310023,0.3283314881,0.2895467099,-0.1873417722,-0.1113879373,7.1350762820,1.1093650000,-0.4663700048,-0.0013662356,-2.7413242293,-0.1580561863,-1.4561713417,-2.1452401670,25.2869291907
2020-03-31,2020-03-31,sh.600848,600848.SS,上海临港,K70房地产业,14.6753919000,-0.0563380282,-0.1536842105,-0.2360319270,-0.2766416144,-0.0634920635,0.2979263748,0.2741115926,-0.2004773270,-0.0788126919,4.7363396209,0.5565650000,-0.2100170025,-0.0143564276,-4.1902701133,-1.5735033300,-3.4227168676,,23.4020447540
2020-03-31,2020-03-31,sh.600867,600867.SS,通化东宝,C27医药制造业,8.6374206300,-0.1231404959,-0.1518784972,-0.4160704458,-0.2781184552,-0.0281007752,0.3270109919,0.2787027086,-0.1937689970,-0.1089898806,5.8042814014,1.4508950000,-0.3866679978,-0.0054231897,-3.2471944409,-1.4612346118,-2.0633474742,,23.6061790508
2020-03-31,2020-03-31,sh.600886,600886.SS,国投电力,D44电力、热力生产和供应业,6.5664355800,0.0271668823,-0.1068616423,-0.1158129176,-0.0656431646,-0.0179487179,0.2598143731,0.1878271619,-0.1350762527,-0.0252884851,5.2282847678,0.3556450000,-0.1174708093,-0.0069476829,-2.3572564054,-0.4010875405,-0.2262754418,,24.4972433688
2020-03-31,2020-03-31,sh.600887,600887.SS,伊利股份,C14食品制造业,23.3911594600,0.0003350084,-0.0254569191,0.0554966419,0.0897866980,-0.0532627866,0.3652125516,0.2423928068,-0.1094542201,-0.0122449430,7.4630303170,1.0234850000,-0.2300567602,-0.0011624944,-3.2550779868,-2.0115894032,-0.7394270537,,25.6098018150
2020-03-31,2020-03-31,sh.600893,600893.SS,航发动力,C37铁路、船舶、航空航天和其他运输设备制造业,20.7294236000,-0.1371591372,0.0266343826,-0.0368014539,-0.0504225628,0.0565198042,0.3926559471,0.3011957601,-0.1914569031,-0.0683912171,6.0401601665,0.9018150000,-0.3629870235,-0.0059473638,-4.0552006208,-0.5170380864,-0.7716445410,,24.5180588584
2020-03-31,2020-03-31,sh.600900,600900.SS,长江电力,D44电力、热力生产和供应业,13.6447320100,-0.0159362550,-0.0494777350,-0.0500000000,0.0776996337,-0.0224719101,0.1930814064,0.1098705091,-0.0689283791,-0.0123292236,6.2014442690,0.1310150000,-0.0417563141,-0.0019552399,-2.8703309989,-0.9632166833,-2.0314303553,,26.4114757170
2020-03-31,2020-03-31,sh.600919,600919.SS,江苏银行,J66货币金融服务,3.8737695400,-0.0782208589,-0.1641168289,-0.1148748159,-0.0456516488,0.0033167496,0.2243065021,0.1719178146,-0.1733149931,-0.0934459612,5.3655579026,0.2983750000,-0.0993756662,-0.0059462855,-1.5573118503,0.4448381529,-0.4335490369,,24.5307014055
2020-03-31,2020-03-31,sh.600926,600926.SS,杭州银行,J66货币金融服务,6.0696867000,-0.1250000000,-0.1538461538,-0.0876777251,0.0232891068,-0.0078534031,0.3008712573,0.2133738975,-0.2053663571,-0.1201675871,5.2080576954,0.4727700000,-0.1429211527,-0.0089908004,-1.8349058004,0.2655070980,-0.6632707929,-0.0211566122,24.1092734120
2020-03-31,2020-03-31,sh.600928,600928.SS,西安银行,J66货币金融服务,4.3428001700,-0.1155698234,-0.2825520833,-0.2769028871,-0.4488014694,0.0107719928,0.3266479117,0.2962921627,-0.2908622909,-0.1577284655,4.7277710661,1.6037400000,-0.8185922231,-0.0163123193,-2.2142701394,-0.0560267738,-1.2747011290,,22.3944993633
2020-03-31,2020-03-31,sh.600958,600958.SS,东方证券,J67资本市场服务,7.6742793600,-0.1297709924,-0.1247600768,-0.1247600768,-0.1129722481,0.0161812298,0.3602429634,0.2920277015,-0.1701546861,-0.1002071891,6.0086294485,0.7105550000,-0.2649875220,-0.0051380017,-3.2654937266,-0.1671283896,-1.2082959461,-1.3916412908,24.5462966609
2020-03-31,2020-03-31,sh.600968,600968.SS,海油发展,B11开采专业及辅助性活动,1.9134535200,-0.1330798479,-0.2164948454,-0.2645161290,,0.0172413793,0.2820326242,0.2552202487,-0.2784810127,-0.1422121896,4.8132677748,2.6434050000,-1.1476307977,-0.0163441581,-2.8743258187,-0.2423797437,0.3233203037,-3.7793904544,22.0341603764
2020-03-31,2020-03-31,sh.600977,600977.SS,中国电影,R87广播、电视、电影和录音制作业,11.3503728000,-0.1187453323,-0.2169873922,-0.2498410680,-0.2421909516,0.0499194847,0.4402301961,0.3288241935,-0.3119533528,-0.1531303079,5.1280781169,0.6923400000,-0.2053834883,-0.0138554935,-3.0242158377,-0.6238469404,-0.9128720950,,23.8519691749
2020-03-31,2020-03-31,sh.600989,600989.SS,宝丰能源,C26化学原料和化学制品制造业,7.0112750600,-0.1663366337,-0.1061571125,-0.1588411588,,0.0105757932,0.3953134445,0.2721793805,-0.2189239332,-0.0833212368,5.8037276565,4.5773400000,-4.2688624961,-0.0096107368,-2.7875496843,-0.9723526781,-1.5153149077,-3.9508110481,22.4002041028
2020-03-31,2020-03-31,sh.600998,600998.SS,九州通,F51批发业,5.1489260000,-0.0035169988,0.2527634488,0.1813759555,0.0603123403,0.0099009901,0.5700760690,0.2564885643,-0.0933333333,0.0529249636,5.2894293905,0.6758150000,-0.3507656127,-0.0148148256,-3.0009113390,-0.7082229677,1.1090869570,-4.0319457414,22.8914396040
2020-03-31,2020-03-31,sh.600999,600999.SS,招商证券,J67资本市场服务,12.0152268800,-0.0745945946,-0.0233884769,0.0106257379,0.0686245739,-0.0356926800,0.3334618377,0.2790554528,-0.1274209990,-0.0534463693,5.9210935889,0.3660100000,-0.1301705557,-0.0051612813,-2.7568088727,-0.4930815242,-1.8132957236,-2.1644266693,24.9465187715
2020-03-31,2020-03-31,sh.601006,601006.SS,大秦铁路,G53铁路运输业,4.4405700000,-0.0594744122,-0.1604938272,-0.1064388962,-0.1074529687,0.0043923865,0.2052392557,0.1603934641,-0.1727493917,-0.0837843300,5.3876061399,0.2084500000,-0.0625754913,-0.0051326483,-1.9609932535,0.0971366468,-0.2356442905,,24.9415480887
2020-03-31,2020-03-31,sh.601009,601009.SS,南京银行,J66货币金融服务,5.1177895000,-0.0787801779,-0.1742596811,-0.1579558653,0.0348166342,-0.0111576011,0.2868784838,0.2096676431,-0.1826381060,-0.0942406197,5.7718379558,0.4974400000,-0.1929733862,-0.0050168617,-1.6022712935,0.1933541931,-0.6636993172,-1.8704229185,24.5136678834
2020-03-31,2020-03-31,sh.601012,601012.SS,隆基股份,C38电气机械和器材制造业,12.1748292000,-0.1989680748,0.0176157313,-0.0615791462,0.3835206304,-0.1044908848,0.6157109464,0.3294124648,-0.2694117647,-0.1418206944,7.4614185237,1.7707300000,-0.4456504237,-0.0016948432,-3.0696436692,-1.2899640612,-1.1385439670,-2.4531854780,24.5502683020
2020-03-31,2020-03-31,sh.601018,601018.SS,宁波港,G55水上运输业,2.9624643500,0.0142857143,-0.0558510638,-0.0533333333,-0.1444607556,-0.0823170732,0.5846626784,0.3163538085,-0.0989847716,0.0082840237,5.1917466461,0.3882500000,-0.3008001251,-0.0156592435,-2.6319873964,-0.1424964610,-0.6536513896,,24.3531081860
2020-03-31,2020-03-31,sh.601021,601021.SS,春秋航空,G56航空运输业,30.6450825600,-0.1048252912,-0.2415413534,-0.2562211982,-0.0059226661,-0.0122295390,0.5513647799,0.2958978157,-0.2716606498,-0.1528374347,5.7737679113,1.0210900000,-0.3504080417,-0.0086104190,-2.7945621534,-0.6888655274,-0.7134119560,-2.3078600559,24.0880729372
2020-03-31,2020-03-31,sh.601066,601066.SS,中信建投,J67资本市场服务,28.7053565200,-0.0742840095,0.0770565776,0.3491304348,0.3198588439,-0.0302124834,0.7219112283,0.3755104034,-0.2021085112,-0.0495492276,7.5722428876,6.5535800000,-3.7237650823,-0.0019330312,-3.7641324865,-1.6275606982,-2.8522890059,-1.5754719449,23.9486789709
2020-03-31,2020-03-31,sh.601088,601088.SS,中国神华,B06煤炭开采和洗选业,9.8943012000,-0.0316040549,-0.0886644220,-0.1310861423,-0.1458808517,-0.0423620026,0.3518929478,0.2067407628,-0.1370882040,-0.0341094953,6.2534418465,0.1967100000,-0.0732111719,-0.0032794063,-2.0106781082,0.0857518069,-0.2892705601,,25.8117426395
2020-03-31,2020-03-31,sh.601108,601108.SS,财通证券,J67资本市场服务,8.5453865100,-0.1518456376,-0.0621521336,-0.0297504798,-0.0506127646,0.0155793574,0.5743697790,0.3721952889,-0.2132295720,-0.0785216242,7.1680388345,4.7301850000,-2.8120275568,-0.0025029157,-2.9707390795,-0.5975130983,-1.9939392073,-2.5937896044,23.7771008986
2020-03-31,2020-03-31,sh.601111,601111.SS,中国国航,G56航空运输业,6.4742796300,-0.1512385919,-0.3067092652,-0.2060975610,-0.2198629557,-0.0000000000,0.4918145795,0.3126336620,-0.3357142857,-0.1927083333,6.3338432496,0.7773700000,-0.3690694930,-0.0054789704,-2.5805471538,-0.0075067537,0.3705753948,,24.9799324036
2020-03-31,2020-03-31,sh.601117,601117.SS,中国化学,E48土木工程建筑业,5.0107583100,-0.2018716578,-0.0627943485,0.0400696864,0.1843774842,-0.0118644068,0.4082941919,0.3042935060,-0.2134387352,-0.1210031656,5.5283801376,0.7810950000,-0.1353856615,-0.0084818087,-2.3704896925,0.0723115866,1.1254481714,-3.1938698042,23.9701975940
2020-03-31,2020-03-31,sh.601138,601138.SS,工业富联,C39计算机、通信和其他电子设备制造业,11.0858980500,-0.2425458716,-0.2455739577,-0.1234240212,0.1555443717,-0.0145929339,0.5539781460,0.3889494683,-0.3664268585,-0.2366809199,7.0670395652,4.3348300000,-0.9904568580,-0.0024753949,-2.6459275328,-1.0776364935,0.4435533428,-3.7071475222,23.7773271656
2020-03-31,2020-03-31,sh.601155,601155.SS,新城控股,K70房地产业,28.3078241700,-0.0618061806,-0.1639037433,0.1416575392,-0.1919191541,-0.1248201439,0.6308867859,0.3284318780,-0.1982051282,-0.0794276967,6.4250481846,0.8916200000,-0.2020450695,-0.0054149757,-1.7185979209,-0.6078022325,0.1959942029,-1.3083387656,24.8712274023
2020-03-31,2020-03-31,sh.601162,601162.SS,天风证券,J67资本市场服务,5.0953625600,-0.1761750146,-0.1888847970,-0.3893081946,-0.3686315923,0.0758122744,0.6656306390,0.3929184456,-0.2237246446,-0.1321198657,7.3065188653,8.7373400000,-5.3664892369,-0.0034028185,-4.9885319177,-1.0405342757,-2.2079010471,-3.6228450414,23.4535709402
2020-03-31,2020-03-31,sh.601166,601166.SS,兴业银行,J66货币金融服务,10.9602876300,-0.0990939977,-0.2029058116,-0.1006218202,-0.0142637035,-0.0311082307,0.3723611547,0.2271486534,-0.2127659574,-0.1090495035,7.2870721758,0.4665700000,-0.1561956469,-0.0013585768,-1.6130065373,0.3621771965,-0.6004012104,-0.3672120333,26.0829901357
2020-03-31,2020-03-31,sh.601169,601169.SS,北京银行,J66货币金融服务,3.1689533400,-0.0782442748,-0.1420959147,-0.1038961039,-0.1278738139,-0.0125786164,0.1877648462,0.1523675429,-0.1585365854,-0.0844469719,5.7659361452,0.3484950000,-0.1226795289,-0.0031930324,-1.5599638044,0.5978697286,-0.4911319705,-0.6884250488,24.7971342066
2020-03-31,2020-03-31,sh.601186,601186.SS,中国铁建,E48土木工程建筑业,7.7478487200,-0.0664767331,-0.0140421264,0.0282426778,-0.0904294337,-0.0293193717,0.4494771777,0.2581046644,-0.1022831050,0.0064159443,7.2143056577,1.1514450000,-0.3347314123,-0.0018010773,-1.8884505134,0.2404448595,1.8279671262,-2.5710374030,25.2448869168
2020-03-31,2020-03-31,sh.601198,601198.SS,东兴证券,J67资本市场服务,9.8637964600,-0.1389108129,-0.1151662612,-0.0224014337,-0.0684066561,0.0180018002,0.4110071124,0.2980151585,-0.1734848485,-0.1017742223,5.6989105920,0.9010050000,-0.4792447737,-0.0085934224,-3.1137138228,-0.3900197740,-2.0382476030,-1.9233632970,24.0555264497
2020-03-31,2020-03-31,sh.601211,601211.SS,国泰君安,J67资本市场服务,13.1258151200,-0.1079452055,-0.0833333333,-0.0990592142,-0.0539659742,0.0024509804,0.3434459208,0.2884478893,-0.1467505241,-0.0782470841,6.6207518168,0.5772550000,-0.2246536035,-0.0025529344,-2.8208217074,-0.1780240022,-1.5773749454,-1.7209313433,25.3292206910
2020-03-31,2020-03-31,sh.601212,601212.SS,白银有色,C32有色金属冶炼和压延加工业,2.8000000000,-0.1082802548,-0.2286501377,-0.3069306931,-0.3218142549,0.0443686007,0.4293089386,0.3039211454,-0.2893401015,-0.1387265457,4.4697982177,0.4118550000,-0.1285948042,-0.0264028982,-4.3056694947,-0.5426852722,1.1087535377,-3.4392858194,23.7420426887
2020-03-31,2020-03-31,sh.601216,601216.SS,君正集团,C26化学原料和化学制品制造业,1.5796890000,-0.1276595745,-0.1960784314,-0.1881188119,-0.3204819277,0.0160000000,0.2903666978,0.2766799898,-0.2288401254,-0.1287409244,4.5953812831,0.4392500000,-0.1652795383,-0.0159481831,-2.1761578915,-0.1153810421,-0.8839125710,-5.0755650012,23.3550077985
2020-03-31,2020-03-31,sh.601225,601225.SS,陕西煤业,B06煤炭开采和洗选业,4.7157585200,-0.0788177340,-0.1595505618,-0.1480637813,-0.0532865639,-0.0374479889,0.3339820405,0.1907591252,-0.2008547009,-0.0780039855,5.2114972227,0.2408900000,-0.0794094115,-0.0104274908,-1.8641533064,-0.2509408029,-0.0188472691,-2.9628364918,24.5605893878
2020-03-31,2020-03-31,sh.601229,601229.SS,上海银行,J66货币金融服务,5.5331270400,-0.0604332953,-0.1289640592,-0.1215351812,-0.0277964775,0.0143540670,0.1752078764,0.1548973072,-0.1362683438,-0.0622154780,5.2102734532,0.1623600000,-0.0482365160,-0.0048864303,-1.7521795849,0.2698709694,-0.8546867807,,25.0347102987
2020-03-31,2020-03-31,sh.601236,601236.SS,红塔证券,J67资本市场服务,16.4071888800,-0.1309627060,0.2094146047,0.2731893266,,0.0798898072,0.7558302867,0.4295929424,-0.2440588457,0.0047798910,7.2513036095,16.6148000000,-7.0440235684,-0.0028727990,-4.4651853058,-1.6942927157,-3.5624176700,-3.0640018569,22.5938755145
2020-03-31,2020-03-31,sh.601238,601238.SS,广汽集团,C36汽车制造业,9.6365493500,-0.0975192472,-0.0873702422,-0.1401792991,0.0108880465,0.0075258702,0.5519195943,0.2927322781,-0.1408794788,-0.0662890521,5.5139061298,0.3559950000,-0.1337828385,-0.0115542116,-2.6837913877,-0.3093146420,-0.5566428016,,24.8666749836
2020-03-31,2020-03-31,sh.601288,601288.SS,农业银行,J66货币金融服务,2.3059393500,-0.0316091954,-0.0965147453,-0.0343839542,-0.0261814388,-0.0059701493,0.1752372023,0.1161886749,-0.0965147453,-0.0348448687,6.5584373474,0.0704750000,-0.0167448617,-0.0012989667,-1.7157489962,0.3936990999,-0.6314233611,-0.9070852915,27.2493574858
2020-03-31,2020-03-31,sh.601298,601298.SS,青岛港,G55水上运输业,4.4257152100,-0.0598705502,-0.1379821958,-0.2253333333,-0.2957923639,-0.0265017668,0.2619178938,0.2524179997,-0.1805359661,-0.0674406784,4.2211392331,0.6044000000,-0.2226183139,-0.0256207626,-2.2976087314,-0.2169725498,-1.1315250072,,22.8322586280
2020-03-31,2020-03-31,sh.601318,601318.SS,中国平安,J68保险业,51.3887447800,-0.1298276513,-0.1835457979,-0.2166477916,0.0792766929,-0.0031907179,0.3425937641,0.2090072527,-0.2103881279,-0.1322456609,8.6787255940,0.7389600000,-0.2101863494,-0.0003120661,-2.1357138825,-0.6304033147,-0.0785976641,,27.0737862653
2020-03-31,2020-03-31,sh.601319,601319.SS,中国人保,J68保险业,5.2284960000,-0.1025641026,-0.1520861373,-0.2750287687,-0.3008952969,0.0078740157,0.3217408684,0.2594021118,-0.1881443299,-0.1090999081,6.0920339983,1.1659950000,-0.7002990605,-0.0042290412,-2.5207114392,-0.4196046717,0.6900778956,-2.8965540525,24.1270255294
