snapshot_date,index_code,index_name,baostock_code,symbol,stock_name,exchange,industry,industry_classification,is_active
2026-09-07,000300,CSI 300,sz.002179,002179.SZ,中航光电,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002202,002202.SZ,金风科技,SZ,C34通用设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002230,002230.SZ,科大讯飞,SZ,I65软件和信息技术服务业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002236,002236.SZ,大华股份,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002241,002241.SZ,歌尔股份,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002304,002304.SZ,洋河股份,SZ,C15酒、饮料和精制茶制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002311,002311.SZ,海大集团,SZ,C13农副食品加工业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002352,002352.SZ,顺丰控股,SZ,G60邮政业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002353,002353.SZ,杰瑞股份,SZ,C35专用设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002371,002371.SZ,北方华创,SZ,C35专用设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002384,002384.SZ,东山精密,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002415,002415.SZ,海康威视,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002422,002422.SZ,科伦药业,SZ,C27医药制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002460,002460.SZ,赣锋锂业,SZ,C32有色金属冶炼和压延加工业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002463,002463.SZ,沪电股份,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002466,002466.SZ,天齐锂业,SZ,C32有色金属冶炼和压延加工业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002475,002475.SZ,立讯精密,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002493,002493.SZ,荣盛石化,SZ,C26化学原料和化学制品制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002532,002532.SZ,天山铝业,SZ,C32有色金属冶炼和压延加工业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002558,002558.SZ,巨人网络,SZ,I64互联网和相关服务,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002594,002594.SZ,比亚迪,SZ,C36汽车制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002600,002600.SZ,领益智造,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002602,002602.SZ,世纪华通,SZ,I64互联网和相关服务,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002625,002625.SZ,光启技术,SZ,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002648,002648.SZ,卫星化学,SZ,C26化学原料和化学制品制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002709,002709.SZ,天赐材料,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002714,002714.SZ,牧原股份,SZ,A03畜牧业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002736,002736.SZ,国信证券,SZ,J67资本市场服务,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002837,002837.SZ,英维克,SZ,C35专用设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002916,002916.SZ,深南电路,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002920,002920.SZ,德赛西威,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.002938,002938.SZ,鹏鼎控股,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.003816,003816.SZ,中国广核,SZ,D44电力、热力生产和供应业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300014,300014.SZ,亿纬锂能,SZ,C38电气机械和器材制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300015,300015.SZ,爱尔眼科,SZ,Q84卫生,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300033,300033.SZ,同花顺,SZ,J69其他金融业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300059,300059.SZ,东方财富,SZ,J67资本市场服务,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300122,300122.SZ,智飞生物,SZ,C27医药制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300124,300124.SZ,汇川技术,SZ,C38电气机械和器材制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300251,300251.SZ,光线传媒,SZ,R87广播、电视、电影和录音制作业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300274,300274.SZ,阳光电源,SZ,C38电气机械和器材制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300308,300308.SZ,中际旭创,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300316,300316.SZ,晶盛机电,SZ,C35专用设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300394,300394.SZ,天孚通信,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300408,300408.SZ,三环集团,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300413,300413.SZ,芒果超媒,SZ,I64互联网和相关服务,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300418,300418.SZ,昆仑万维,SZ,I64互联网和相关服务,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300433,300433.SZ,蓝思科技,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300442,300442.SZ,润泽科技,SZ,I65软件和信息技术服务业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300450,300450.SZ,先导智能,SZ,C35专用设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300476,300476.SZ,胜宏科技,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300498,300498.SZ,温氏股份,SZ,A03畜牧业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300502,300502.SZ,新易盛,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300628,300628.SZ,亿联网络,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300661,300661.SZ,圣邦股份,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300750,300750.SZ,宁德时代,SZ,C38电气机械和器材制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300760,300760.SZ,迈瑞医疗,SZ,C35专用设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300803,300803.SZ,指南针,SZ,J69其他金融业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300832,300832.SZ,新产业,SZ,C27医药制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300866,300866.SZ,安克创新,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300896,300896.SZ,爱美客,SZ,C35专用设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.300999,300999.SZ,金龙鱼,SZ,C13农副食品加工业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.301165,301165.SZ,锐捷网络,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.301236,301236.SZ,软通动力,SZ,I65软件和信息技术服务业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.301269,301269.SZ,华大九天,SZ,I65软件和信息技术服务业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.301308,301308.SZ,江波龙,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
2026-09-07,000300,CSI 300,sz.302132,302132.SZ,中航成飞,SZ,C39计算机、通信和其他电子设备制造业,证监会行业分类,1
