baostock_code,symbol,stock_name,ipo_date,out_date,security_type,listing_status,industry,industry_classification,industry_update_date,first_hs300_snapshot,last_hs300_snapshot,is_current_hs300_member,source,updated_at
sh.600688,600688.SS,上海石化,1993-11-08,,1,1,C25石油、煤炭及其他燃料加工业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sh.600690,600690.SS,海尔智家,1993-11-19,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600703,600703.SS,三安光电,1996-05-28,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sh.600704,600704.SS,物产中大,1996-06-06,,1,1,F51批发业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sh.600705,600705.SS,中航产融,1996-05-16,2025-05-27,1,0,Unknown,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sh.600732,600732.SS,爱旭股份,1996-08-16,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2023-06-30,2024-11-30,0,baostock,2026-09-08T21:06:08
sh.600733,600733.SS,北汽蓝谷,1996-08-16,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2019-06-30,2020-05-31,0,baostock,2026-09-08T21:06:08
sh.600739,600739.SS,辽宁成大,1996-08-19,,1,1,F51批发业,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sh.600741,600741.SS,华域汽车,1996-08-26,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600745,600745.SS,*ST闻泰,1996-08-28,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-06-30,2025-05-31,0,baostock,2026-09-08T21:06:08
sh.600754,600754.SS,锦江酒店,1996-10-11,,1,1,H61住宿业,证监会行业分类,2026-09-07,2023-06-30,2024-05-31,0,baostock,2026-09-08T21:06:08
sh.600760,600760.SS,中航沈飞,1996-10-11,,1,1,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600763,600763.SS,通策医疗,1996-10-30,,1,1,Q84卫生,证监会行业分类,2026-09-07,2020-12-31,2023-11-30,0,baostock,2026-09-08T21:06:08
sh.600795,600795.SS,国电电力,1997-03-18,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600803,600803.SS,新奥股份,1994-01-03,,1,1,D45燃气生产和供应业,证监会行业分类,2026-09-07,2023-03-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600809,600809.SS,山西汾酒,1994-01-06,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600816,600816.SS,建元信托,1994-01-28,,1,1,J69其他金融业,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sh.600837,600837.SS,海通证券,1994-02-24,2025-03-04,1,0,Unknown,证监会行业分类,2026-09-07,2019-01-01,2025-02-28,0,baostock,2026-09-08T21:06:08
sh.600845,600845.SS,宝信软件,1994-03-11,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600848,600848.SS,上海临港,1994-03-24,,1,1,K70房地产业,证监会行业分类,2026-09-07,2019-12-31,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.600867,600867.SS,通化东宝,1994-08-24,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2020-11-30,0,baostock,2026-09-08T21:06:08
sh.600872,600872.SS,中炬高新,1995-01-24,,1,1,C14食品制造业,证监会行业分类,2026-09-07,2020-12-31,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.600875,600875.SS,东方电气,1995-10-10,,1,1,C34通用设备制造业,证监会行业分类,2026-09-07,2023-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600884,600884.SS,杉杉股份,1996-01-30,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2023-03-31,2023-11-30,0,baostock,2026-09-08T21:06:08
sh.600886,600886.SS,国投电力,1996-01-18,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600887,600887.SS,伊利股份,1996-03-12,,1,1,C14食品制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600893,600893.SS,航发动力,1996-04-08,,1,1,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600900,600900.SS,长江电力,2003-11-18,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600905,600905.SS,三峡能源,2021-06-10,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2022-01-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600909,600909.SS,华安证券,2016-12-06,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sh.600918,600918.SS,中泰证券,2020-06-03,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600919,600919.SS,江苏银行,2016-08-02,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600926,600926.SS,杭州银行,2016-10-27,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600928,600928.SS,西安银行,2019-03-01,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-12-31,2020-11-30,0,baostock,2026-09-08T21:06:08
sh.600930,600930.SS,华电新能,2025-07-16,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2025-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600938,600938.SS,中国海油,2022-04-21,,1,1,B07石油和天然气开采业,证监会行业分类,2026-09-07,2023-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600941,600941.SS,中国移动,2022-01-05,,1,1,I63电信、广播电视和卫星传输服务,证监会行业分类,2026-09-07,2022-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600958,600958.SS,东方证券,2015-03-23,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600968,600968.SS,海油发展,2019-06-26,,1,1,B11开采专业及辅助性活动,证监会行业分类,2026-09-07,2019-12-31,2020-11-30,0,baostock,2026-09-08T21:06:08
sh.600977,600977.SS,中国电影,2016-08-09,,1,1,R87广播、电视、电影和录音制作业,证监会行业分类,2026-09-07,2019-01-01,2020-11-30,0,baostock,2026-09-08T21:06:08
sh.600989,600989.SS,宝丰能源,2019-05-16,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2019-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.600998,600998.SS,九州通,2010-11-02,,1,1,F51批发业,证监会行业分类,2026-09-07,2019-01-01,2021-06-30,0,baostock,2026-09-08T21:06:08
sh.600999,600999.SS,招商证券,2009-11-17,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601006,601006.SS,大秦铁路,2006-08-01,,1,1,G53铁路运输业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601009,601009.SS,南京银行,2007-07-19,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601012,601012.SS,隆基绿能,2012-04-11,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601018,601018.SS,宁波港,2010-09-28,,1,1,G55水上运输业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601021,601021.SS,春秋航空,2015-01-21,,1,1,G56航空运输业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601058,601058.SS,赛轮轮胎,2011-06-30,,1,1,C29橡胶和塑料制品业,证监会行业分类,2026-09-07,2025-03-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601059,601059.SS,信达证券,2023-02-01,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2023-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601066,601066.SS,中信建投,2018-06-20,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601077,601077.SS,渝农商行,2019-10-29,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601088,601088.SS,中国神华,2007-10-09,,1,1,B06煤炭开采和洗选业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601100,601100.SS,恒立液压,2011-10-28,,1,1,C34通用设备制造业,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601108,601108.SS,财通证券,2017-10-24,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.601111,601111.SS,中国国航,2006-08-18,,1,1,G56航空运输业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601117,601117.SS,中国化学,2010-01-07,,1,1,E48土木工程建筑业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601127,601127.SS,赛力斯,2016-06-15,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2024-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601136,601136.SS,首创证券,2022-12-22,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2024-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601138,601138.SS,工业富联,2018-06-08,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601155,601155.SS,新城控股,2015-12-04,,1,1,K70房地产业,证监会行业分类,2026-09-07,2019-01-01,2024-05-31,0,baostock,2026-09-08T21:06:08
sh.601162,601162.SS,天风证券,2018-10-19,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-06-30,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.601166,601166.SS,兴业银行,2007-02-05,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601169,601169.SS,北京银行,2007-09-19,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601186,601186.SS,中国铁建,2008-03-10,,1,1,E48土木工程建筑业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601198,601198.SS,东兴证券,2015-02-26,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2021-06-30,0,baostock,2026-09-08T21:06:08
sh.601211,601211.SS,国泰海通,2015-06-26,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601212,601212.SS,白银有色,2017-02-15,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-01-01,2020-11-30,0,baostock,2026-09-08T21:06:08
sh.601216,601216.SS,君正集团,2011-02-22,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2019-01-01,2023-11-30,0,baostock,2026-09-08T21:06:08
sh.601225,601225.SS,陕西煤业,2014-01-28,,1,1,B06煤炭开采和洗选业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601228,601228.SS,广州港,2017-03-29,,1,1,G55水上运输业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sh.601229,601229.SS,上海银行,2016-11-16,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601231,601231.SS,环旭电子,2012-02-20,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-06-30,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.601236,601236.SS,红塔证券,2019-07-05,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-12-31,2026-05-31,0,baostock,2026-09-08T21:06:08
sh.601238,601238.SS,广汽集团,2012-03-29,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601288,601288.SS,农业银行,2010-07-15,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601298,601298.SS,青岛港,2019-01-21,,1,1,G55水上运输业,证监会行业分类,2026-09-07,2019-06-30,2026-05-31,0,baostock,2026-09-08T21:06:08
sh.601318,601318.SS,中国平安,2007-03-01,,1,1,J68保险业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601319,601319.SS,中国人保,2018-11-16,,1,1,J68保险业,证监会行业分类,2026-09-07,2019-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601328,601328.SS,交通银行,2007-05-15,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601333,601333.SS,广深铁路,2006-12-22,,1,1,G53铁路运输业,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sh.601336,601336.SS,新华保险,2011-12-16,,1,1,J68保险业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601360,601360.SS,三六零,2012-01-16,,1,1,I64互联网和相关服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601377,601377.SS,兴业证券,2010-10-13,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601390,601390.SS,中国中铁,2007-12-03,,1,1,E48土木工程建筑业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601398,601398.SS,工商银行,2006-10-27,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601456,601456.SS,国联民生,2020-07-31,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2025-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601555,601555.SS,东吴证券,2011-12-12,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sh.601577,601577.SS,长沙银行,2018-09-26,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-06-30,2021-06-30,0,baostock,2026-09-08T21:06:08
sh.601600,601600.SS,中国铝业,2007-04-30,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601601,601601.SS,中国太保,2007-12-25,,1,1,J68保险业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601607,601607.SS,上海医药,1994-03-24,,1,1,F52零售业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601611,601611.SS,中国核建,2016-06-06,,1,1,E48土木工程建筑业,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sh.601615,601615.SS,明阳智能,2019-01-23,,1,1,C34通用设备制造业,证监会行业分类,2026-09-07,2023-03-31,2024-05-31,0,baostock,2026-09-08T21:06:08
sh.601618,601618.SS,中国中冶,2009-09-21,,1,1,E48土木工程建筑业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601628,601628.SS,中国人寿,2007-01-09,,1,1,J68保险业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601633,601633.SS,长城汽车,2011-09-28,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601658,601658.SS,邮储银行,2019-12-10,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601668,601668.SS,中国建筑,2009-07-29,,1,1,E48土木工程建筑业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601669,601669.SS,中国电建,2011-10-18,,1,1,E48土木工程建筑业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601688,601688.SS,华泰证券,2010-02-26,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601689,601689.SS,拓普集团,2015-03-19,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2023-03-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601696,601696.SS,中银证券,2020-02-26,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2020-12-31,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.601698,601698.SS,中国卫通,2019-06-28,,1,1,I63电信、广播电视和卫星传输服务,证监会行业分类,2026-09-07,2019-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601699,601699.SS,潞安环能,2006-09-22,,1,1,B06煤炭开采和洗选业,证监会行业分类,2026-09-07,2023-06-30,2025-11-30,0,baostock,2026-09-08T21:06:08
sh.601727,601727.SS,上海电气,2008-12-05,,1,1,C34通用设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601728,601728.SS,中国电信,2021-08-20,,1,1,I63电信、广播电视和卫星传输服务,证监会行业分类,2026-09-07,2022-01-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601766,601766.SS,中国中车,2008-08-18,,1,1,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601788,601788.SS,光大证券,2009-08-18,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601799,601799.SS,星宇股份,2011-02-01,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2021-07-31,2025-11-30,0,baostock,2026-09-08T21:06:08
sh.601800,601800.SS,中国交建,2012-03-09,,1,1,E48土木工程建筑业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601808,601808.SS,中海油服,2007-09-28,,1,1,B11开采专业及辅助性活动,证监会行业分类,2026-09-07,2019-01-01,2026-05-31,0,baostock,2026-09-08T21:06:08
sh.601816,601816.SS,京沪高铁,2020-01-16,,1,1,G53铁路运输业,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601818,601818.SS,光大银行,2010-08-18,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601825,601825.SS,沪农商行,2021-08-19,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2022-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601828,601828.SS,美凯龙,2018-01-17,,1,1,L72商务服务业,证监会行业分类,2026-09-07,2019-01-01,2020-11-30,0,baostock,2026-09-08T21:06:08
sh.601838,601838.SS,成都银行,2018-01-31,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601857,601857.SS,中国石油,2007-11-05,,1,1,B07石油和天然气开采业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601865,601865.SS,福莱特,2019-02-15,,1,1,C30非金属矿物制品业,证监会行业分类,2026-09-07,2022-01-31,2025-11-30,0,baostock,2026-09-08T21:06:08
sh.601868,601868.SS,中国能建,2021-09-28,,1,1,E48土木工程建筑业,证监会行业分类,2026-09-07,2022-01-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601872,601872.SS,招商轮船,2006-12-01,,1,1,G55水上运输业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601877,601877.SS,正泰电器,2010-01-21,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601878,601878.SS,浙商证券,2017-06-26,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601881,601881.SS,中国银河,2017-01-23,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601888,601888.SS,中国中免,2009-10-15,,1,1,L72商务服务业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601898,601898.SS,中煤能源,2008-02-01,,1,1,B06煤炭开采和洗选业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601899,601899.SS,紫金矿业,2008-04-25,,1,1,B09有色金属矿采选业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601901,601901.SS,方正证券,2011-08-10,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601916,601916.SS,浙商银行,2019-11-26,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601919,601919.SS,中远海控,2007-06-26,,1,1,G55水上运输业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601933,601933.SS,永辉超市,2010-12-15,,1,1,F52零售业,证监会行业分类,2026-09-07,2019-01-01,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.601939,601939.SS,建设银行,2007-09-25,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601966,601966.SS,玲珑轮胎,2016-07-06,,1,1,C29橡胶和塑料制品业,证监会行业分类,2026-09-07,2022-01-31,2023-05-31,0,baostock,2026-09-08T21:06:08
sh.601985,601985.SS,中国核电,2015-06-10,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601988,601988.SS,中国银行,2006-07-05,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601989,601989.SS,中国重工,2009-12-16,2025-09-05,1,0,Unknown,证监会行业分类,2026-09-07,2019-01-01,2025-08-31,0,baostock,2026-09-08T21:06:08
sh.601990,601990.SS,南京证券,2018-06-13,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2020-12-31,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.601991,601991.SS,大唐发电,2006-12-20,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sh.601992,601992.SS,金隅集团,2011-03-01,,1,1,C30非金属矿物制品业,证监会行业分类,2026-09-07,2019-01-01,2020-11-30,0,baostock,2026-09-08T21:06:08
sh.601995,601995.SS,中金公司,2020-11-02,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2021-07-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.601997,601997.SS,贵阳银行,2016-08-16,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2020-11-30,0,baostock,2026-09-08T21:06:08
sh.601998,601998.SS,中信银行,2007-04-27,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603019,603019.SS,中科曙光,2014-11-06,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603087,603087.SS,甘李药业,2020-06-29,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2020-12-31,2023-02-28,0,baostock,2026-09-08T21:06:08
sh.603156,603156.SS,养元饮品,2018-02-12,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2019-01-01,2021-06-30,0,baostock,2026-09-08T21:06:08
sh.603160,603160.SS,汇顶科技,2016-10-17,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2023-02-28,0,baostock,2026-09-08T21:06:08
sh.603185,603185.SS,弘元绿能,2018-12-28,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2022-06-30,2023-11-30,0,baostock,2026-09-08T21:06:08
sh.603195,603195.SS,公牛集团,2020-02-06,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2020-12-31,2026-05-31,0,baostock,2026-09-08T21:06:08
sh.603233,603233.SS,大参林,2017-07-31,,1,1,F52零售业,证监会行业分类,2026-09-07,2021-07-31,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.603259,603259.SS,药明康德,2018-05-08,,1,1,M73研究和试验发展,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603260,603260.SS,合盛硅业,2017-10-30,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603288,603288.SS,海天味业,2014-02-11,,1,1,C14食品制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603290,603290.SS,斯达半导,2020-02-04,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2022-06-30,2024-05-31,0,baostock,2026-09-08T21:06:08
sh.603296,603296.SS,华勤技术,2023-08-08,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2024-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603338,603338.SS,浙江鼎力,2015-03-25,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2021-07-31,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.603369,603369.SS,今世缘,2014-07-03,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
