baostock_code,symbol,stock_name,ipo_date,out_date,security_type,listing_status,industry,industry_classification,industry_update_date,first_hs300_snapshot,last_hs300_snapshot,is_current_hs300_member,source,updated_at
sh.603392,603392.SS,万泰生物,2020-04-29,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603486,603486.SS,科沃斯,2018-05-28,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2022-01-31,2024-05-31,0,baostock,2026-09-08T21:06:08
sh.603501,603501.SS,豪威集团,2017-05-04,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603517,603517.SS,ST绝味,2017-03-17,,1,1,C13农副食品加工业,证监会行业分类,2026-09-07,2021-07-31,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.603658,603658.SS,安图生物,2016-09-01,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2020-06-30,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.603659,603659.SS,璞泰来,2017-11-03,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2021-07-31,2025-05-31,0,baostock,2026-09-08T21:06:08
sh.603799,603799.SS,华友钴业,2015-01-29,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603806,603806.SS,福斯特,2014-09-05,,1,1,C29橡胶和塑料制品业,证监会行业分类,2026-09-07,2021-07-31,2025-11-30,0,baostock,2026-09-08T21:06:08
sh.603833,603833.SS,欧派家居,2017-03-28,,1,1,C21家具制造业,证监会行业分类,2026-09-07,2019-01-01,2025-11-30,0,baostock,2026-09-08T21:06:08
sh.603858,603858.SS,步长制药,2016-11-18,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sh.603882,603882.SS,金域医学,2017-09-08,,1,1,Q84卫生,证监会行业分类,2026-09-07,2021-07-31,2023-05-31,0,baostock,2026-09-08T21:06:08
sh.603893,603893.SS,瑞芯微,2020-02-07,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2025-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603899,603899.SS,晨光股份,2015-01-27,,1,1,C24文教、工美、体育和娱乐用品制造业,证监会行业分类,2026-09-07,2019-12-31,2024-11-30,0,baostock,2026-09-08T21:06:08
sh.603939,603939.SS,益丰药房,2015-02-17,,1,1,F52零售业,证监会行业分类,2026-09-07,2021-07-31,2022-05-31,0,baostock,2026-09-08T21:06:08
sh.603986,603986.SS,兆易创新,2016-08-18,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.603993,603993.SS,洛阳钼业,2012-10-09,,1,1,B09有色金属矿采选业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.605117,605117.SS,德业股份,2021-04-20,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2023-03-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.605499,605499.SS,东鹏饮料,2021-05-27,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2022-01-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688005,688005.SS,容百科技,2019-07-22,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2022-06-30,2023-11-30,0,baostock,2026-09-08T21:06:08
sh.688008,688008.SS,澜起科技,2019-07-22,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688009,688009.SS,中国通号,2019-07-22,,1,1,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688012,688012.SS,中微公司,2019-07-22,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688036,688036.SS,传音控股,2019-09-30,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688041,688041.SS,海光信息,2022-08-12,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2023-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688047,688047.SS,龙芯中科,2022-06-24,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2025-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688065,688065.SS,凯赛生物,2020-08-12,,1,1,C28化学纤维制造业,证监会行业分类,2026-09-07,2022-06-30,2024-05-31,0,baostock,2026-09-08T21:06:08
sh.688072,688072.SS,拓荆科技,2022-04-20,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2026-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688082,688082.SS,盛美上海,2021-11-18,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2024-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688111,688111.SS,金山办公,2019-11-18,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2021-07-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688126,688126.SS,沪硅产业,2020-04-20,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2021-07-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688169,688169.SS,石头科技,2020-02-21,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2021-07-31,2026-05-31,0,baostock,2026-09-08T21:06:08
sh.688183,688183.SS,生益电子,2021-02-25,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2026-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688187,688187.SS,时代电气,2021-09-07,,1,1,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-09-07,2023-03-31,2026-05-31,0,baostock,2026-09-08T21:06:08
sh.688223,688223.SS,晶科能源,2022-01-26,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2023-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688256,688256.SS,寒武纪,2020-07-20,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2023-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688271,688271.SS,联影医疗,2022-08-22,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2023-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688303,688303.SS,大全能源,2021-07-22,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2023-03-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688363,688363.SS,华熙生物,2019-11-06,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2021-07-31,2024-11-30,0,baostock,2026-09-08T21:06:08
sh.688396,688396.SS,华润微,2020-02-27,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2021-07-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688472,688472.SS,阿特斯,2023-06-09,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2024-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688506,688506.SS,百利天恒,2023-01-06,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2024-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688521,688521.SS,芯原股份,2020-08-18,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2026-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sh.688561,688561.SS,奇安信,2020-07-22,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2022-01-31,2024-05-31,0,baostock,2026-09-08T21:06:08
sh.688599,688599.SS,天合光能,2020-06-10,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2022-01-31,2025-11-30,0,baostock,2026-09-08T21:06:08
sh.688981,688981.SS,中芯国际,2020-07-16,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2022-01-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000001,000001.SZ,平安银行,1991-04-03,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000002,000002.SZ,万科A,1991-01-29,,1,1,K70房地产业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000063,000063.SZ,中兴通讯,1997-11-18,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000066,000066.SZ,中国长城,1997-06-26,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-06-30,2023-02-28,0,baostock,2026-09-08T21:06:08
sz.000069,000069.SZ,华侨城A,1997-09-10,,1,1,K70房地产业,证监会行业分类,2026-09-07,2019-01-01,2024-05-31,0,baostock,2026-09-08T21:06:08
sz.000100,000100.SZ,TCL科技,2004-01-30,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000157,000157.SZ,中联重科,2000-10-12,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000166,000166.SZ,申万宏源,2015-01-26,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000301,000301.SZ,东方盛虹,2000-05-29,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2022-01-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000333,000333.SZ,美的集团,2013-09-18,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000338,000338.SZ,潍柴动力,2007-04-30,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000402,000402.SZ,金融街,1996-06-26,,1,1,K70房地产业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sz.000408,000408.SZ,藏格矿业,1996-06-28,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000413,000413.SZ,ST旭电,1996-09-25,2024-10-11,1,0,Unknown,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.000415,000415.SZ,渤海租赁,1996-07-16,,1,1,L71租赁业,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.000423,000423.SZ,东阿阿胶,1996-07-29,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.000425,000425.SZ,徐工机械,1996-08-28,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000503,000503.SZ,国新健康,1992-11-30,,1,1,I64互联网和相关服务,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sz.000538,000538.SZ,云南白药,1993-12-15,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000553,000553.SZ,安道麦A,1993-12-03,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sz.000568,000568.SZ,泸州老窖,1994-05-09,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000596,000596.SZ,古井贡酒,1996-09-27,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2019-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000617,000617.SZ,中油资本,1996-10-22,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2023-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000625,000625.SZ,长安汽车,1997-06-10,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000627,000627.SZ,*ST天茂,1996-11-12,2025-09-30,1,0,Unknown,证监会行业分类,2026-09-07,2019-01-01,2021-06-30,0,baostock,2026-09-08T21:06:08
sz.000629,000629.SZ,钒钛股份,1996-11-15,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-06-30,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.000630,000630.SZ,铜陵有色,1996-11-20,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000651,000651.SZ,格力电器,1996-11-18,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000656,000656.SZ,金科股份,1996-11-28,,1,1,K70房地产业,证监会行业分类,2026-09-07,2019-06-30,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.000657,000657.SZ,中钨高新,1996-12-05,,1,1,C33金属制品业,证监会行业分类,2026-09-07,2026-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000661,000661.SZ,长春高新,1996-12-18,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2026-05-31,0,baostock,2026-09-08T21:06:08
sz.000671,000671.SZ,ST阳光城,1996-12-18,2023-08-16,1,0,Unknown,证监会行业分类,2026-09-07,2019-01-01,2021-06-30,0,baostock,2026-09-08T21:06:08
sz.000703,000703.SZ,恒逸石化,1997-03-28,,1,1,C28化学纤维制造业,证监会行业分类,2026-09-07,2019-01-01,2023-02-28,0,baostock,2026-09-08T21:06:08
sz.000708,000708.SZ,中信特钢,1997-03-26,,1,1,C31黑色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000709,000709.SZ,河钢股份,1997-04-16,,1,1,C31黑色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-01-01,2020-11-30,0,baostock,2026-09-08T21:06:08
sz.000723,000723.SZ,美锦能源,1997-05-15,,1,1,C25石油、煤炭及其他燃料加工业,证监会行业分类,2026-09-07,2019-12-31,2023-11-30,0,baostock,2026-09-08T21:06:08
sz.000725,000725.SZ,京东方A,2001-01-12,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000728,000728.SZ,国元证券,1997-06-16,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.000733,000733.SZ,振华科技,1997-07-03,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2023-03-31,2024-11-30,0,baostock,2026-09-08T21:06:08
sz.000768,000768.SZ,中航西飞,1997-06-26,,1,1,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000776,000776.SZ,广发证券,1997-06-11,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000783,000783.SZ,长江证券,1997-07-31,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2022-05-31,0,baostock,2026-09-08T21:06:08
sz.000786,000786.SZ,北新建材,1997-06-06,,1,1,C30非金属矿物制品业,证监会行业分类,2026-09-07,2019-01-01,2026-05-31,0,baostock,2026-09-08T21:06:08
sz.000792,000792.SZ,盐湖股份,1997-09-04,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000800,000800.SZ,一汽解放,1997-06-18,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2021-07-31,2025-11-30,0,baostock,2026-09-08T21:06:08
sz.000807,000807.SZ,云铝股份,1998-04-08,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2024-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000826,000826.SZ,*ST启环,1998-02-25,,1,1,N78公共设施管理业,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sz.000839,000839.SZ,国安股份,1997-10-31,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sz.000858,000858.SZ,五粮液,1998-04-27,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000860,000860.SZ,顺鑫农业,1998-11-04,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2020-06-30,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.000876,000876.SZ,新希望,1998-03-11,,1,1,C13农副食品加工业,证监会行业分类,2026-09-07,2019-01-01,2026-05-31,0,baostock,2026-09-08T21:06:08
sz.000877,000877.SZ,天山股份,1999-01-07,,1,1,C30非金属矿物制品业,证监会行业分类,2026-09-07,2022-06-30,2024-05-31,0,baostock,2026-09-08T21:06:08
sz.000895,000895.SZ,双汇发展,1998-12-10,,1,1,C13农副食品加工业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000898,000898.SZ,鞍钢股份,1997-12-25,,1,1,C31黑色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.000938,000938.SZ,紫光股份,1999-11-04,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000959,000959.SZ,首钢股份,1999-12-16,,1,1,C31黑色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sz.000961,000961.SZ,ST中南,2000-03-01,2024-07-11,1,0,Unknown,证监会行业分类,2026-09-07,2019-01-01,2021-06-30,0,baostock,2026-09-08T21:06:08
sz.000963,000963.SZ,华东医药,2000-01-27,,1,1,F52零售业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000975,000975.SZ,山金国际,2000-06-08,,1,1,B09有色金属矿采选业,证监会行业分类,2026-09-07,2024-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000977,000977.SZ,浪潮信息,2000-06-08,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000983,000983.SZ,山西焦煤,2000-07-26,,1,1,B06煤炭开采和洗选业,证监会行业分类,2026-09-07,2019-01-01,2026-05-31,0,baostock,2026-09-08T21:06:08
sz.000988,000988.SZ,华工科技,2000-06-08,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2026-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.000999,000999.SZ,华润三九,2000-03-09,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2023-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.001280,001280.SZ,中国铀业,2025-12-03,,1,1,B09有色金属矿采选业,证监会行业分类,2026-09-07,2026-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.001289,001289.SZ,龙源电力,2022-01-24,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2022-06-30,2025-11-30,0,baostock,2026-09-08T21:06:08
sz.001391,001391.SZ,国货航,2024-12-30,,1,1,G56航空运输业,证监会行业分类,2026-09-07,2025-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.001965,001965.SZ,招商公路,2017-12-25,,1,1,G54道路运输业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.001979,001979.SZ,招商蛇口,2015-12-30,,1,1,K70房地产业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002001,002001.SZ,新和成,2004-06-25,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002007,002007.SZ,华兰生物,2004-06-25,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2025-05-31,0,baostock,2026-09-08T21:06:08
sz.002008,002008.SZ,大族激光,2004-06-25,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2019-01-01,2023-05-31,0,baostock,2026-09-08T21:06:08
sz.002010,002010.SZ,传化智联,2004-06-29,,1,1,L72商务服务业,证监会行业分类,2026-09-07,2019-06-30,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.002024,002024.SZ,ST易购,2004-07-21,,1,1,F52零售业,证监会行业分类,2026-09-07,2019-01-01,2022-05-31,0,baostock,2026-09-08T21:06:08
sz.002027,002027.SZ,分众传媒,2004-08-04,,1,1,L72商务服务业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002028,002028.SZ,思源电气,2004-08-05,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2024-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002032,002032.SZ,苏泊尔,2004-08-17,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2019-01-01,2023-05-31,0,baostock,2026-09-08T21:06:08
sz.002044,002044.SZ,美年健康,2005-05-18,,1,1,Q84卫生,证监会行业分类,2026-09-07,2019-01-01,2022-05-31,0,baostock,2026-09-08T21:06:08
sz.002049,002049.SZ,紫光国微,2005-06-06,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002050,002050.SZ,三花智控,2005-06-07,,1,1,C34通用设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002064,002064.SZ,华峰化学,2006-08-23,,1,1,C28化学纤维制造业,证监会行业分类,2026-09-07,2022-01-31,2023-11-30,0,baostock,2026-09-08T21:06:08
sz.002065,002065.SZ,东华软件,2006-08-23,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sz.002074,002074.SZ,国轩高科,2006-10-18,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2022-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002081,002081.SZ,金螳螂,2006-11-20,,1,1,E50建筑装饰、装修和其他建筑业,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.002085,002085.SZ,万丰奥威,2006-11-28,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sz.002120,002120.SZ,韵达股份,2007-03-06,,1,1,G60邮政业,证监会行业分类,2026-09-07,2019-01-01,2023-11-30,0,baostock,2026-09-08T21:06:08
sz.002129,002129.SZ,TCL中环,2007-04-20,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2020-06-30,2025-11-30,0,baostock,2026-09-08T21:06:08
sz.002142,002142.SZ,宁波银行,2007-07-19,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002146,002146.SZ,荣盛发展,2007-08-08,,1,1,K70房地产业,证监会行业分类,2026-09-07,2019-01-01,2021-06-30,0,baostock,2026-09-08T21:06:08
sz.002153,002153.SZ,石基信息,2007-08-13,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.002157,002157.SZ,正邦科技,2007-08-17,,1,1,A03畜牧业,证监会行业分类,2026-09-07,2020-06-30,2022-05-31,0,baostock,2026-09-08T21:06:08
sz.002179,002179.SZ,中航光电,2007-11-01,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002180,002180.SZ,奔图科技,2007-11-13,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2023-03-31,2025-11-30,0,baostock,2026-09-08T21:06:08
sz.002202,002202.SZ,金风科技,2007-12-26,,1,1,C34通用设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002230,002230.SZ,科大讯飞,2008-05-12,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002236,002236.SZ,大华股份,2008-05-20,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002241,002241.SZ,歌尔股份,2008-05-22,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002252,002252.SZ,上海莱士,2008-06-23,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2026-05-31,0,baostock,2026-09-08T21:06:08
sz.002271,002271.SZ,东方雨虹,2008-09-10,,1,1,C30非金属矿物制品业,证监会行业分类,2026-09-07,2019-01-01,2025-05-31,0,baostock,2026-09-08T21:06:08
sz.002294,002294.SZ,信立泰,2009-09-10,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.002304,002304.SZ,洋河股份,2009-11-06,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002310,002310.SZ,东方新能,2009-11-27,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sz.002311,002311.SZ,海大集团,2009-11-27,,1,1,C13农副食品加工业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002352,002352.SZ,顺丰控股,2010-02-05,,1,1,G60邮政业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002353,002353.SZ,杰瑞股份,2010-02-05,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2026-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002371,002371.SZ,北方华创,2010-03-16,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002384,002384.SZ,东山精密,2010-04-09,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
