snapshot_date,signal_price_date,baostock_code,symbol,stock_name,industry,close,average_amount_20,trading_age,days_since_last_trade,days_after_resumption,is_st,out_date,eligible,exclusion_reason
2019-08-31,2019-08-30,sh.601577,601577.SS,长沙银行,J66货币金融服务,6.25808491,65784578.5,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601600,601600.SS,中国铝业,C32有色金属冶炼和压延加工业,3.3120396,152403779.75,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601601,601601.SS,中国太保,J68保险业,28.8015966,799444183.7,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601607,601607.SS,上海医药,F52零售业,15.9194232,257543528.05,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601618,601618.SS,中国中冶,E48土木工程建筑业,2.405513,105804347.45,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601628,601628.SS,中国人寿,J68保险业,25.38306665,321359372.5,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601633,601633.SS,长城汽车,C36汽车制造业,7.27634906,111047608.75,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601668,601668.SS,中国建筑,E48土木工程建筑业,3.95423018,414477426.3,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601669,601669.SS,中国电建,E48土木工程建筑业,4.05935712,52460624.65,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601688,601688.SS,华泰证券,J67资本市场服务,15.6888312,1108538389.6,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601727,601727.SS,上海电气,C34通用设备制造业,5.0096943,109716391.65,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601766,601766.SS,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,5.89620304,235238958.05,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601788,601788.SS,光大证券,J67资本市场服务,9.86125971,194185083.85,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601800,601800.SS,中国交建,E48土木工程建筑业,8.2256158,109234920.9,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601808,601808.SS,中海油服,B11开采专业及辅助性活动,10.95909084,112434975.55,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601818,601818.SS,光大银行,J66货币金融服务,2.53343912,319083418.15,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601828,601828.SS,美凯龙,L72商务服务业,9.24290456,44478236.85,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601838,601838.SS,成都银行,J66货币金融服务,5.87006784,99953359.4,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601857,601857.SS,中国石油,B07石油和天然气开采业,4.38255648,335996355.0,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601877,601877.SS,正泰电器,C38电气机械和器材制造业,19.5500928,175389180.1,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601878,601878.SS,浙商证券,J67资本市场服务,7.3593442,142086950.9,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601881,601881.SS,中国银河,J67资本市场服务,9.043671,420195613.4,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601888,601888.SS,中国国旅,L72商务服务业,88.61202812,660672116.95,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601898,601898.SS,中煤能源,B06煤炭开采和洗选业,3.81235972,59394150.65,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601899,601899.SS,紫金矿业,B09有色金属矿采选业,3.18530898,783286441.05,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601901,601901.SS,方正证券,J67资本市场服务,6.34967034,99111779.25,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601919,601919.SS,中远海控,G55水上运输业,1.93636035,54368657.8,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601933,601933.SS,永辉超市,F52零售业,9.6258928,292020061.55,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601939,601939.SS,建设银行,J66货币金融服务,4.795569,508278805.75,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601985,601985.SS,中国核电,D44电力、热力生产和供应业,4.60700548,97472959.2,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601988,601988.SS,中国银行,J66货币金融服务,2.4168498,267459517.3,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601989,601989.SS,中国重工,Unknown,6.04222496,661672675.35,163.0,1.0,999.0,0.0,2025-09-05,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601992,601992.SS,金隅集团,C30非金属矿物制品业,2.73189724,72543029.0,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601997,601997.SS,贵阳银行,J66货币金融服务,5.834874,88314547.95,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.601998,601998.SS,中信银行,J66货币金融服务,3.90264732,95105918.75,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603019,603019.SS,中科曙光,C39计算机、通信和其他电子设备制造业,24.4223538,941120020.5,160.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603156,603156.SS,养元饮品,C15酒、饮料和精制茶制造业,15.57577086,88178575.7,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603160,603160.SS,汇顶科技,C39计算机、通信和其他电子设备制造业,191.7715041,584371724.9,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603259,603259.SS,药明康德,M73研究和试验发展,47.0936193,806864033.65,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603260,603260.SS,合盛硅业,C26化学原料和化学制品制造业,28.36055475,68417015.1,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603288,603288.SS,海天味业,C14食品制造业,49.88156467,408269847.2,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603799,603799.SS,华友钴业,C32有色金属冶炼和压延加工业,17.95121064,1076274306.3,154.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603833,603833.SS,欧派家居,C21家具制造业,69.6732323,97279534.6,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603858,603858.SS,步长制药,C27医药制造业,15.69020401,193224760.45,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603986,603986.SS,兆易创新,C39计算机、通信和其他电子设备制造业,65.68436205,813750508.6,162.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sh.603993,603993.SS,洛阳钼业,B09有色金属矿采选业,3.22736333,618663316.2,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000001,000001.SZ,平安银行,J66货币金融服务,11.12047104,2061892738.093,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000002,000002.SZ,万科A,K70房地产业,21.0728982,1056311740.9434999,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000063,000063.SZ,中兴通讯,C39计算机、通信和其他电子设备制造业,26.26947658,2650735160.408,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000069,000069.SZ,华侨城A,K70房地产业,6.08876652,187601350.554,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000100,000100.SZ,TCL集团,C39计算机、通信和其他电子设备制造业,2.59462448,578497619.1285,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000157,000157.SZ,中联重科,C35专用设备制造业,3.9399829,207833882.6365,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000166,000166.SZ,申万宏源,J67资本市场服务,4.26228298,174444258.334,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000333,000333.SZ,美的集团,C38电气机械和器材制造业,40.22817708,1144048139.0289998,152.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000338,000338.SZ,潍柴动力,C36汽车制造业,9.35789064,470869733.7705,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000402,000402.SZ,金融街,K70房地产业,6.69180622,46258181.3275,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000408,000408.SZ,藏格控股,C26化学原料和化学制品制造业,6.95116512,87542871.0505,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000413,000413.SZ,东旭光电,Unknown,4.55,258332977.6885,163.0,1.0,999.0,0.0,2024-10-11,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000415,000415.SZ,渤海租赁,L71租赁业,3.52,67861799.2695,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000423,000423.SZ,东阿阿胶,C27医药制造业,25.485327,157793512.0095,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000425,000425.SZ,徐工机械,C35专用设备制造业,3.62863215,274972281.323,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000538,000538.SZ,云南白药,C27医药制造业,43.155255,274265974.177,153.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000553,000553.SZ,安道麦A,C26化学原料和化学制品制造业,9.3092279,17133639.830000002,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000568,000568.SZ,泸州老窖,C15酒、饮料和精制茶制造业,77.97406176,958792175.378,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000596,000596.SZ,古井贡酒,C15酒、饮料和精制茶制造业,108.053125,385735871.02000004,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000625,000625.SZ,长安汽车,C36汽车制造业,3.950456,229747532.1545,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000627,000627.SZ,天茂集团,Unknown,6.61557078,154390032.0345,153.0,1.0,999.0,0.0,2025-09-30,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000629,000629.SZ,攀钢钒钛,C32有色金属冶炼和压延加工业,3.03,91246139.2535,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000630,000630.SZ,铜陵有色,C32有色金属冶炼和压延加工业,1.95310304,88093750.978,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000651,000651.SZ,格力电器,C38电气机械和器材制造业,35.760648,1908633055.2094998,158.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000656,000656.SZ,金科股份,K70房地产业,5.94539296,129502505.47,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000661,000661.SZ,长春高新,C27医药制造业,162.7492464,718297862.564,155.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000671,000671.SZ,阳光城,Unknown,5.1301653,106744570.4825,163.0,1.0,999.0,0.0,2023-08-16,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000703,000703.SZ,恒逸石化,C28化学纤维制造业,7.8513304,78734803.31850001,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000709,000709.SZ,河钢股份,C31黑色金属冶炼和压延加工业,2.21494528,51679695.5855,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000725,000725.SZ,京东方A,C39计算机、通信和其他电子设备制造业,3.2478291,2743023091.854,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000728,000728.SZ,国元证券,J67资本市场服务,6.32652944,120149436.455,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000768,000768.SZ,中航飞机,C37铁路、船舶、航空航天和其他运输设备制造业,15.54401283,270728536.9095,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000776,000776.SZ,广发证券,J67资本市场服务,10.87434128,338936785.357,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000783,000783.SZ,长江证券,J67资本市场服务,5.66739835,152787030.849,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000786,000786.SZ,北新建材,C30非金属矿物制品业,15.6186758,169720190.06399998,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000858,000858.SZ,五粮液,C15酒、饮料和精制茶制造业,115.7935535,4057004540.5889997,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000876,000876.SZ,新希望,C13农副食品加工业,19.37073762,1025260498.043,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000895,000895.SZ,双汇发展,C13农副食品加工业,15.69765912,362584016.40250003,148.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000898,000898.SZ,鞍钢股份,C31黑色金属冶炼和压延加工业,2.78861544,30978969.219499998,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000938,000938.SZ,紫光股份,C39计算机、通信和其他电子设备制造业,23.10111831,670581270.55,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000961,000961.SZ,中南建设,Unknown,6.42156453,155378842.0575,163.0,1.0,999.0,0.0,2024-07-11,1,ELIGIBLE
2019-08-31,2019-08-30,sz.000963,000963.SZ,华东医药,F52零售业,25.76894117,525717260.92550004,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.001979,001979.SZ,招商蛇口,K70房地产业,15.797472,303802403.49249995,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002001,002001.SZ,新和成,C27医药制造业,13.62707017,447002246.2315,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002007,002007.SZ,华兰生物,C27医药制造业,21.8389356,442679492.2045,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002008,002008.SZ,大族激光,C35专用设备制造业,29.215547,954377901.6955,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002010,002010.SZ,传化智联,L72商务服务业,6.4093617,40971993.05850001,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002024,002024.SZ,苏宁易购,F52零售业,10.68149922,288210559.516,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002027,002027.SZ,分众传媒,L72商务服务业,3.95527887,505493616.6365,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002032,002032.SZ,苏泊尔,C38电气机械和器材制造业,53.01138076,119737405.56300001,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002044,002044.SZ,美年健康,Q84卫生,12.2844568,249720393.644,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002050,002050.SZ,三花智控,C34通用设备制造业,8.3946734,102279999.154,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002065,002065.SZ,东华软件,I65软件和信息技术服务业,6.5136102,154320245.91,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002081,002081.SZ,金螳螂,E50建筑装饰、装修和其他建筑业,8.30476105,114811310.05950001,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002120,002120.SZ,韵达股份,G60邮政业,25.61517432,214562889.79549998,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002142,002142.SZ,宁波银行,J66货币金融服务,18.514104,486975999.5715,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002146,002146.SZ,荣盛发展,K70房地产业,7.1839191,164190150.3995,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002153,002153.SZ,石基信息,I65软件和信息技术服务业,13.249324,200897379.1725,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002179,002179.SZ,中航光电,C39计算机、通信和其他电子设备制造业,22.0646298,369203506.551,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002202,002202.SZ,金风科技,C34通用设备制造业,11.75581575,294812805.654,157.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002230,002230.SZ,科大讯飞,I65软件和信息技术服务业,32.2449939,1014687052.9,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002236,002236.SZ,大华股份,C39计算机、通信和其他电子设备制造业,13.73545954,793956933.707,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002241,002241.SZ,歌尔股份,C39计算机、通信和其他电子设备制造业,12.4988416,1139233853.3639998,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002252,002252.SZ,上海莱士,C27医药制造业,7.953627,679135917.744,159.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002271,002271.SZ,东方雨虹,C30非金属矿物制品业,10.44247563,357497132.312,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002294,002294.SZ,信立泰,C27医药制造业,19.89252966,92750546.30899999,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002304,002304.SZ,洋河股份,C15酒、饮料和精制茶制造业,87.74282484,952617096.9369999,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002310,002310.SZ,东方园林,D44电力、热力生产和供应业,5.07,166562484.8725,158.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002311,002311.SZ,海大集团,C13农副食品加工业,30.389436,185414736.5815,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002352,002352.SZ,顺丰控股,G60邮政业,37.5408099,298196890.7685,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002410,002410.SZ,广联达,I65软件和信息技术服务业,24.4070295,249150055.5665,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002411,002411.SZ,延安必康,Unknown,16.6,195870282.84149998,163.0,1.0,999.0,0.0,2023-07-12,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002415,002415.SZ,海康威视,C39计算机、通信和其他电子设备制造业,25.63796732,1685811529.134,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002422,002422.SZ,科伦药业,C27医药制造业,24.0065928,632432123.8445,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002456,002456.SZ,欧菲光,C39计算机、通信和其他电子设备制造业,8.985222,1340187409.071,158.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002460,002460.SZ,赣锋锂业,C32有色金属冶炼和压延加工业,14.0108664,392737069.6075,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002466,002466.SZ,天齐锂业,C32有色金属冶炼和压延加工业,17.7994233,411440522.573,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002468,002468.SZ,申通快递,G60邮政业,22.39983354,274979978.3085,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002475,002475.SZ,立讯精密,C39计算机、通信和其他电子设备制造业,18.25578864,1635152338.774,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002493,002493.SZ,荣盛石化,C26化学原料和化学制品制造业,6.75433527,82319480.679,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002508,002508.SZ,老板电器,C38电气机械和器材制造业,20.16386232,260626211.465,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002555,002555.SZ,三七互娱,I64互联网和相关服务,11.80202325,297602548.9275,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002558,002558.SZ,巨人网络,I64互联网和相关服务,15.79217958,83094231.8985,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002594,002594.SZ,比亚迪,C36汽车制造业,15.93659765,582971052.8875,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002601,002601.SZ,龙蟒佰利,C26化学原料和化学制品制造业,9.50962965,103823301.763,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002602,002602.SZ,世纪华通,I64互联网和相关服务,7.42047664,119487375.803,162.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002624,002624.SZ,完美世界,I64互联网和相关服务,14.5770292,352339092.3735,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002625,002625.SZ,光启技术,C37铁路、船舶、航空航天和其他运输设备制造业,9.03438573,43222196.424,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002673,002673.SZ,西部证券,J67资本市场服务,8.19389442,167957907.123,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002714,002714.SZ,牧原股份,A03畜牧业,30.3963456,1281364836.9805,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002736,002736.SZ,国信证券,J67资本市场服务,10.3129378,279533458.802,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002739,002739.SZ,万达电影,R87广播、电视、电影和录音制作业,15.75,194922073.875,162.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002773,002773.SZ,康弘药业,C27医药制造业,32.69715202,93963088.9805,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002925,002925.SZ,盈趣科技,C39计算机、通信和其他电子设备制造业,21.46517284,151294814.074,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002938,002938.SZ,鹏鼎控股,C39计算机、通信和其他电子设备制造业,29.82365568,373367903.331,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002939,002939.SZ,长城证券,J67资本市场服务,13.96348632,915738811.832,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.002945,002945.SZ,华林证券,J67资本市场服务,15.79630459,705392989.3375,152.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300003,300003.SZ,乐普医疗,C35专用设备制造业,24.06933352,443246118.526,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300015,300015.SZ,爱尔眼科,Q84卫生,11.23228914,409923575.65999997,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300017,300017.SZ,网宿科技,I65软件和信息技术服务业,9.14217449,528982792.129,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300024,300024.SZ,机器人,C34通用设备制造业,14.41,174112497.147,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300033,300033.SZ,同花顺,J69其他金融业,57.84812146,914345572.025,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300059,300059.SZ,东方财富,J67资本市场服务,6.83231437,2999339284.1375,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300070,300070.SZ,碧水源,N77生态保护和环境治理业,6.13728552,127149904.54249999,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300072,300072.SZ,三聚环保,C26化学原料和化学制品制造业,6.24216928,118509922.37449999,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300122,300122.SZ,智飞生物,C27医药制造业,30.12791517,502654243.785,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300124,300124.SZ,汇川技术,C38电气机械和器材制造业,14.76247278,153075013.138,153.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300136,300136.SZ,信维通信,C39计算机、通信和其他电子设备制造业,31.2235614,1568653572.1265001,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300142,300142.SZ,沃森生物,C27医药制造业,26.74745748,311323544.59300005,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300144,300144.SZ,宋城演艺,R88文化艺术业,13.39353974,233992701.08499998,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300251,300251.SZ,光线传媒,R87广播、电视、电影和录音制作业,8.02377576,210696062.85050002,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300296,300296.SZ,利亚德,C39计算机、通信和其他电子设备制造业,6.16837929,148723470.553,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300408,300408.SZ,三环集团,C39计算机、通信和其他电子设备制造业,18.51326793,169505850.374,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300413,300413.SZ,芒果超媒,I64互联网和相关服务,24.48850714,144315626.1635,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300433,300433.SZ,蓝思科技,C39计算机、通信和其他电子设备制造业,7.8470032,386731033.89699996,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-08-31,2019-08-30,sz.300498,300498.SZ,温氏股份,A03畜牧业,29.71020069,1260633656.66,163.0,1.0,999.0,0.0,,1,ELIGIBLE
2019-09-30,2019-09-30,sh.600000,600000.SS,浦发银行,J66货币金融服务,8.66246368,400369504.15,183.0,0.0,999.0,0.0,,1,ELIGIBLE
