date,trained_return,original_return,benchmark_return,trained_value,original_value,benchmark_value,trained_transaction_cost,original_transaction_cost
2025-04-21,0.001666265678938528,-0.0016717676549892423,0.003276288321138132,106438.2066046336,89880.99691678736,97271.67659072515,0.0,0.0
2025-04-22,0.00918739329159064,0.0044435429960636656,-0.0002456964737105327,107416.09626996194,90280.38699111617,97247.7772827949,0.0,0.0
2025-04-23,-9.488282507863488e-05,0.00920524767372053,0.0007743050723272304,107405.90432728891,91111.44031344874,97323.07673001752,0.0,0.0
2025-04-24,0.002336192123706904,0.0014072525441822135,-0.0006653961753741999,107656.82515501793,91239.65711963394,97258.31832698571,0.0,0.0
2025-04-25,-0.0050106040083776286,0.0003922166017491071,0.0006949346092466335,107117.399435367,91275.44282789415,97325.90649842826,0.0,0.0
2025-04-28,0.00879797954054189,0.00264424659145972,-0.0014179792026708382,108059.81612403541,91516.79760647578,97187.9003871324,0.0,0.0
2025-04-29,-0.002795926290286466,-0.0037586753265405953,-0.0017294278271832164,107757.68884321071,91172.81567734832,97019.82092773738,0.0,0.0
2025-04-30,0.0004924622121323945,-0.011319732558362716,-0.00119467923124561,107810.75543303271,90140.76378728784,96903.91336265583,0.0,0.0
2025-05-06,0.001244984857714616,-4.949995867740129e-05,0.010070087550354545,107944.97819104561,90136.30182320521,97879.74425418975,0.0009000000000000001,0.0006000000000000001
2025-05-07,0.01205472752345127,0.009697874194882284,0.006062649601468628,109246.22549066354,91010.4323386786,98473.15484668427,0.0,0.0
2025-05-08,0.009746824545280508,0.00843883726936674,0.0055511675662256454,110311.0292827552,91778.45456699941,99019.79583001308,0.0,0.0
2025-05-09,0.006462826486221785,0.013373814343391868,-0.001749329181968906,111023.95032452619,93005.88257910189,98846.57761157505,0.0,0.0
2025-05-12,0.014468369698291373,-0.005375840762227014,0.011557032554094127,112630.28588318618,92505.89776440627,99988.95072689281,0.0,0.0
2025-05-13,0.002859886740436868,0.005526135953007017,0.001452189293646322,112952.39574435512,93017.09793190734,100134.15361062132,0.0,0.0
2025-05-14,0.012366663508404695,0.015207954218977493,0.01205000463372552,114349.24001499373,94431.69769883795,101340.7706256235,0.0,0.0
2025-05-15,-0.003891681504785116,0.006215577592883248,-0.0091321563199398,113904.22919254116,95018.64524311277,100415.31086668714,0.0,0.0
2025-05-16,-0.007484364367841324,-0.008820600258041655,-0.004634997826466036,113051.72843822607,94180.5237563626,99949.88611907612,0.0,0.0
2025-05-19,0.005318117578789017,-0.004754643839236583,-0.00307017458506631,113652.95082254587,93732.72890930832,99643.02251893307,0.0,0.0
2025-05-20,0.011987221225857716,0.011927438907572042,0.005421513240574827,115015.33388702727,94850.72030701411,100183.23848485036,0.0,0.0
2025-05-21,0.008602044995058322,0.0050676352646030765,0.00467141281741279,116004.70096424513,95331.38916211494,100651.23574919841,0.0,0.0
2025-05-22,0.0007197232941331009,0.003830353403930742,-0.0006408381464766411,116088.19224975805,95696.5420730935,100586.73459784032,0.0,0.0
2025-05-23,-0.011836741602475742,-0.011942246661008406,-0.00807387488856115,114714.08631499915,94553.71036305105,99774.60988724844,0.0,0.0
2025-05-26,-0.013486421452217082,-0.011383491892704024,-0.005707978063836605,113167.00380044906,93477.35896770818,99205.09860268417,0.0,0.0
2025-05-27,-0.0017339991585190615,-0.0007820773385434742,-0.005365185059955979,112970.77231108697,93404.25244359265,98672.84488978959,0.0,0.0
2025-05-28,0.005077899832354938,0.005889232422409796,-0.0008230223966630978,113544.42657686643,93954.3317954744,98591.63492850283,0.0,0.0
2025-05-29,-0.00426301874192816,-0.005352732986207976,0.005854680884062269,113060.38455832776,93451.41934447564,99168.85748884718,0.0,0.0
2025-05-30,-0.0016984226023459613,0.0008132138064872009,-0.004786578624107807,112868.36024576396,93527.41532892238,98694.17795541386,0.0,0.0
2025-06-03,0.0057064764264107455,-0.010267202285133448,0.003067532245929927,113512.44088279406,92567.15043653463,98996.92552877765,0.0009000000000000001,0.0006000000000000001
2025-06-04,0.0038343318828713236,0.0008671009093943474,0.004343181981961708,113947.6852539735,92647.4154968582,99426.88719200384,0.0,0.0
2025-06-05,-0.00023882294311978677,-0.011071719253584078,0.002279829707253267,113920.47193241946,91621.64932290683,99653.5635631239,0.0,0.0
2025-06-06,-0.0056061527448202815,0.0023768039806340235,-0.0009232811538445462,113281.81636600429,91839.41602372978,99561.55530597262,0.0,0.0
2025-06-09,0.004639651023195413,0.0011706168787968484,0.0029091579171987014,113807.40446121627,91946.924794266,99851.1955928396,0.0,0.0
2025-06-10,-0.0035522144254074746,0.003187513168041578,-0.0050910570225531915,113403.13615737096,92240.00682780865,99342.84746230635,0.0,0.0
2025-06-11,0.014565503516170364,0.0018627673881741248,0.007543691279555009,115054.90993581589,92411.82850441245,100092.2592343939,0.0,0.0
2025-06-12,0.004894004998480162,0.00845208265028563,-0.0006239185015625148,115617.98924014145,93192.90091679576,100029.8098219944,0.0,0.0
2025-06-13,-0.010688338206968353,-0.007505718200125999,-0.00719901851979976,114382.2250683332,92493.42126426203,99309.6933685538,0.0,0.0
2025-06-16,0.0032349829777100323,5.906293421704717e-05,0.002489562431792658,114752.24961938187,92498.88419711767,99556.931050277,0.0,0.0
2025-06-17,-0.006774868865729267,-0.004700206079709823,-0.0008828968900084222,113974.81817616311,92064.12037924801,99469.03254547392,0.0,0.0
2025-06-18,-0.005187558536044002,0.0005611630203405272,0.0011859528081490378,113383.5671352393,92115.78335910501,99586.99812394509,0.0,0.0
2025-06-19,-0.010504113969067252,-0.0059466705881316305,-0.008227130288371076,112192.57322383136,91568.00113950073,98767.68291535163,0.0,0.0
2025-06-20,0.00631369652108016,0.006492618011747943,0.0009236850051175249,112900.9230830857,92162.5171929988,98858.91314305074,0.0,0.0
2025-06-23,0.005382489536856205,0.0011284763897754235,0.002927232618616271,113508.61112028181,92266.52041767338,99148.29617824404,0.0,0.0
2025-06-24,0.019479627232271923,0.00544747472117162,0.011957315669361979,115719.71655255782,92769.13995525913,100333.84365372668,0.0,0.0
2025-06-25,0.025742522741103627,0.010347000789399496,0.01435440778937691,118698.63398750611,93729.0223196081,101774.07656060786,0.0,0.0
