query_date,update_date,index_code,index_name,baostock_code,symbol,stock_name,source
2020-07-31,2020-07-27,000300,CSI 300,sh.600741,600741.SS,华域汽车,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600745,600745.SS,闻泰科技,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600760,600760.SS,中航沈飞,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600795,600795.SS,国电电力,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600809,600809.SS,山西汾酒,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600837,600837.SS,海通证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600848,600848.SS,上海临港,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600867,600867.SS,通化东宝,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600886,600886.SS,国投电力,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600887,600887.SS,伊利股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600893,600893.SS,航发动力,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600900,600900.SS,长江电力,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600919,600919.SS,江苏银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600926,600926.SS,杭州银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600928,600928.SS,西安银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600958,600958.SS,东方证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600968,600968.SS,海油发展,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600977,600977.SS,中国电影,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600989,600989.SS,宝丰能源,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600998,600998.SS,九州通,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.600999,600999.SS,招商证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601006,601006.SS,大秦铁路,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601009,601009.SS,南京银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601012,601012.SS,隆基股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601018,601018.SS,宁波港,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601021,601021.SS,春秋航空,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601066,601066.SS,中信建投,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601077,601077.SS,渝农商行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601088,601088.SS,中国神华,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601100,601100.SS,恒立液压,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601108,601108.SS,财通证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601111,601111.SS,中国国航,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601117,601117.SS,中国化学,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601138,601138.SS,工业富联,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601155,601155.SS,新城控股,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601162,601162.SS,天风证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601166,601166.SS,兴业银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601169,601169.SS,北京银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601186,601186.SS,中国铁建,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601198,601198.SS,东兴证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601211,601211.SS,国泰君安,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601212,601212.SS,白银有色,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601216,601216.SS,君正集团,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601225,601225.SS,陕西煤业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601229,601229.SS,上海银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601231,601231.SS,环旭电子,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601236,601236.SS,红塔证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601238,601238.SS,广汽集团,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601288,601288.SS,农业银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601298,601298.SS,青岛港,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601318,601318.SS,中国平安,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601319,601319.SS,中国人保,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601328,601328.SS,交通银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601336,601336.SS,新华保险,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601360,601360.SS,三六零,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601377,601377.SS,兴业证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601390,601390.SS,中国中铁,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601398,601398.SS,工商银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601555,601555.SS,东吴证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601577,601577.SS,长沙银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601600,601600.SS,中国铝业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601601,601601.SS,中国太保,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601607,601607.SS,上海医药,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601618,601618.SS,中国中冶,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601628,601628.SS,中国人寿,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601633,601633.SS,长城汽车,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601658,601658.SS,邮储银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601668,601668.SS,中国建筑,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601669,601669.SS,中国电建,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601688,601688.SS,华泰证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601698,601698.SS,中国卫通,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601727,601727.SS,上海电气,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601766,601766.SS,中国中车,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601788,601788.SS,光大证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601800,601800.SS,中国交建,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601808,601808.SS,中海油服,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601816,601816.SS,京沪高铁,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601818,601818.SS,光大银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601828,601828.SS,美凯龙,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601838,601838.SS,成都银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601857,601857.SS,中国石油,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601877,601877.SS,正泰电器,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601878,601878.SS,浙商证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601881,601881.SS,中国银河,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601888,601888.SS,中国中免,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601898,601898.SS,中煤能源,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601899,601899.SS,紫金矿业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601901,601901.SS,方正证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601916,601916.SS,浙商银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601919,601919.SS,中远海控,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601933,601933.SS,永辉超市,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601939,601939.SS,建设银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601985,601985.SS,中国核电,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601988,601988.SS,中国银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601989,601989.SS,中国重工,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601992,601992.SS,金隅集团,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601997,601997.SS,贵阳银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.601998,601998.SS,中信银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603019,603019.SS,中科曙光,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603156,603156.SS,养元饮品,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603160,603160.SS,汇顶科技,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603259,603259.SS,药明康德,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603260,603260.SS,合盛硅业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603288,603288.SS,海天味业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603369,603369.SS,今世缘,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603501,603501.SS,韦尔股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603658,603658.SS,安图生物,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603799,603799.SS,华友钴业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603833,603833.SS,欧派家居,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603899,603899.SS,晨光文具,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603986,603986.SS,兆易创新,baostock
2020-07-31,2020-07-27,000300,CSI 300,sh.603993,603993.SS,洛阳钼业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000001,000001.SZ,平安银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000002,000002.SZ,万科A,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000063,000063.SZ,中兴通讯,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000066,000066.SZ,中国长城,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000069,000069.SZ,华侨城A,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000100,000100.SZ,TCL科技,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000157,000157.SZ,中联重科,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000166,000166.SZ,申万宏源,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000333,000333.SZ,美的集团,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000338,000338.SZ,潍柴动力,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000425,000425.SZ,徐工机械,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000538,000538.SZ,云南白药,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000568,000568.SZ,泸州老窖,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000596,000596.SZ,古井贡酒,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000625,000625.SZ,长安汽车,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000627,000627.SZ,天茂集团,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000651,000651.SZ,格力电器,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000656,000656.SZ,金科股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000661,000661.SZ,长春高新,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000671,000671.SZ,阳光城,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000703,000703.SZ,恒逸石化,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000708,000708.SZ,中信特钢,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000709,000709.SZ,河钢股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000723,000723.SZ,美锦能源,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000725,000725.SZ,京东方A,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000728,000728.SZ,国元证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000768,000768.SZ,中航飞机,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000776,000776.SZ,广发证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000783,000783.SZ,长江证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000786,000786.SZ,北新建材,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000858,000858.SZ,五粮液,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000860,000860.SZ,顺鑫农业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000876,000876.SZ,新希望,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000895,000895.SZ,双汇发展,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000938,000938.SZ,紫光股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000961,000961.SZ,中南建设,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000963,000963.SZ,华东医药,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.000977,000977.SZ,浪潮信息,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.001979,001979.SZ,招商蛇口,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002001,002001.SZ,新和成,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002007,002007.SZ,华兰生物,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002008,002008.SZ,大族激光,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002024,002024.SZ,苏宁易购,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002027,002027.SZ,分众传媒,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002032,002032.SZ,苏泊尔,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002044,002044.SZ,美年健康,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002050,002050.SZ,三花智控,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002120,002120.SZ,韵达股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002129,002129.SZ,中环股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002142,002142.SZ,宁波银行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002146,002146.SZ,荣盛发展,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002153,002153.SZ,石基信息,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002157,002157.SZ,正邦科技,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002179,002179.SZ,中航光电,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002202,002202.SZ,金风科技,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002230,002230.SZ,科大讯飞,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002236,002236.SZ,大华股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002241,002241.SZ,歌尔股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002252,002252.SZ,上海莱士,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002271,002271.SZ,东方雨虹,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002304,002304.SZ,洋河股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002311,002311.SZ,海大集团,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002352,002352.SZ,顺丰控股,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002371,002371.SZ,北方华创,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002410,002410.SZ,广联达,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002415,002415.SZ,海康威视,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002422,002422.SZ,科伦药业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002456,002456.SZ,欧菲光,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002460,002460.SZ,赣锋锂业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002463,002463.SZ,沪电股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002466,002466.SZ,天齐锂业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002468,002468.SZ,申通快递,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002475,002475.SZ,立讯精密,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002493,002493.SZ,荣盛石化,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002508,002508.SZ,老板电器,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002555,002555.SZ,三七互娱,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002558,002558.SZ,巨人网络,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002594,002594.SZ,比亚迪,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002601,002601.SZ,龙蟒佰利,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002602,002602.SZ,世纪华通,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002607,002607.SZ,中公教育,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002624,002624.SZ,完美世界,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002673,002673.SZ,西部证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002714,002714.SZ,牧原股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002736,002736.SZ,国信证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002739,002739.SZ,万达电影,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002773,002773.SZ,康弘药业,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002841,002841.SZ,视源股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002916,002916.SZ,深南电路,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002938,002938.SZ,鹏鼎控股,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002939,002939.SZ,长城证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002945,002945.SZ,华林证券,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.002958,002958.SZ,青农商行,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.003816,003816.SZ,中国广核,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300003,300003.SZ,乐普医疗,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300014,300014.SZ,亿纬锂能,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300015,300015.SZ,爱尔眼科,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300033,300033.SZ,同花顺,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300059,300059.SZ,东方财富,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300122,300122.SZ,智飞生物,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300124,300124.SZ,汇川技术,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300136,300136.SZ,信维通信,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300142,300142.SZ,沃森生物,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300144,300144.SZ,宋城演艺,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300347,300347.SZ,泰格医药,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300408,300408.SZ,三环集团,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300413,300413.SZ,芒果超媒,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300433,300433.SZ,蓝思科技,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300498,300498.SZ,温氏股份,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300601,300601.SZ,康泰生物,baostock
2020-07-31,2020-07-27,000300,CSI 300,sz.300628,300628.SZ,亿联网络,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600000,600000.SS,浦发银行,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600004,600004.SS,白云机场,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600009,600009.SS,上海机场,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600010,600010.SS,包钢股份,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600011,600011.SS,华能国际,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600015,600015.SS,华夏银行,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600016,600016.SS,民生银行,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600018,600018.SS,上港集团,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600019,600019.SS,宝钢股份,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600025,600025.SS,华能水电,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600027,600027.SS,华电国际,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600028,600028.SS,中国石化,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600029,600029.SS,南方航空,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600030,600030.SS,中信证券,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600031,600031.SS,三一重工,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600036,600036.SS,招商银行,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600038,600038.SS,中直股份,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600048,600048.SS,保利地产,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600050,600050.SS,中国联通,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600061,600061.SS,国投资本,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600066,600066.SS,宇通客车,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600068,600068.SS,葛洲坝,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600085,600085.SS,同仁堂,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600089,600089.SS,特变电工,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600104,600104.SS,上汽集团,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600109,600109.SS,国金证券,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600111,600111.SS,北方稀土,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600115,600115.SS,东方航空,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600118,600118.SS,中国卫星,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600170,600170.SS,上海建工,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600176,600176.SS,中国巨石,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600177,600177.SS,雅戈尔,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600183,600183.SS,生益科技,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600188,600188.SS,兖州煤业,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600196,600196.SS,复星医药,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600208,600208.SS,新湖中宝,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600219,600219.SS,南山铝业,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600221,600221.SS,海航控股,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600233,600233.SS,圆通速递,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600271,600271.SS,航天信息,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600276,600276.SS,恒瑞医药,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600297,600297.SS,广汇汽车,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600299,600299.SS,安迪苏,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600309,600309.SS,万华化学,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600332,600332.SS,白云山,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600340,600340.SS,华夏幸福,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600346,600346.SS,恒力石化,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600352,600352.SS,浙江龙盛,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600362,600362.SS,江西铜业,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600369,600369.SS,西南证券,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600372,600372.SS,中航电子,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600383,600383.SS,金地集团,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600390,600390.SS,五矿资本,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600398,600398.SS,海澜之家,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600406,600406.SS,国电南瑞,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600436,600436.SS,片仔癀,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600438,600438.SS,通威股份,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600482,600482.SS,中国动力,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600487,600487.SS,亨通光电,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600489,600489.SS,中金黄金,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600498,600498.SS,烽火通信,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600516,600516.SS,方大炭素,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600519,600519.SS,贵州茅台,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600522,600522.SS,中天科技,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600547,600547.SS,山东黄金,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600570,600570.SS,恒生电子,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600583,600583.SS,海油工程,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600585,600585.SS,海螺水泥,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600588,600588.SS,用友网络,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600606,600606.SS,绿地控股,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600637,600637.SS,东方明珠,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600655,600655.SS,豫园股份,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600660,600660.SS,福耀玻璃,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600674,600674.SS,川投能源,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600690,600690.SS,海尔智家,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600703,600703.SS,三安光电,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600705,600705.SS,中航资本,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600741,600741.SS,华域汽车,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600745,600745.SS,闻泰科技,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600760,600760.SS,中航沈飞,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600795,600795.SS,国电电力,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600809,600809.SS,山西汾酒,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600837,600837.SS,海通证券,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600848,600848.SS,上海临港,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600867,600867.SS,通化东宝,baostock
2020-08-31,2020-08-31,000300,CSI 300,sh.600886,600886.SS,国投电力,baostock
