comparison,number_of_days,portfolio_total_return_percent,benchmark_total_return_percent,cumulative_excess_return_percent,annual_tracking_error_percent,information_ratio,beta,annual_alpha_percent,return_correlation,up_capture_percent,down_capture_percent
Walk-Forward Portfolio After Costs vs CSI 300,1116,25.16895691884047,-1.7211962835758987,26.890153202416368,10.645826979145156,0.5064563270126679,0.8055969534882259,5.249935568344549,0.8241731385515714,80.48437773447677,74.90073134749322
